stage,success_rate,state_dist,plan_loss,source_log,plan_output_dir
plan_smoke,0.0,1.68311056,2.71846,results/upstream/official_dinowm_pointmaze_plan_smoke_20260605_cu128_dinov2b483_mujoco_weights/plan.log,external/dino_wm/plan_outputs/20260605152413_point_maze_official_frameskip5_hist3_seed0_gH5
