epoch,split,total_loss,patch_cosine_loss,action_loss,patch_mse,patch_cosine_error,patch_mean_cosine_error,patch_cosine_error_by_horizon,patch_mse_by_horizon,action_mse,action_mse_by_horizon,steps,samples
77,train,0.041414,0.041414,0.000000,4.178978,0.041414,0.036808,"[0.03926854580640793, 0.04356030374765396]","[4.250187873840332, 4.1077704429626465]",0.000000,[],1558,49843
77,val,0.030419,0.030419,0.000000,4.175888,0.030419,0.036740,"[0.02785969153046608, 0.0329790823161602]","[4.247506141662598, 4.104268550872803]",0.000000,[],174,5539
78,train,0.041403,0.041403,0.000000,4.182769,0.041403,0.036890,"[0.03926157206296921, 0.04354521259665489]","[4.253644943237305, 4.111900806427002]",0.000000,[],1558,49843
78,val,0.030310,0.030310,0.000000,4.181047,0.030310,0.038854,"[0.027668217197060585, 0.03295114263892174]","[4.251792907714844, 4.110301494598389]",0.000000,[],174,5539
79,train,0.041395,0.041395,0.000000,4.186190,0.041395,0.036963,"[0.03924962878227234, 0.04354008659720421]","[4.256797790527344, 4.115583419799805]",0.000000,[],1558,49843
79,val,0.030273,0.030273,0.000000,4.190055,0.030273,0.038022,"[0.027727162465453148, 0.0328189842402935]","[4.260486602783203, 4.119626045227051]",0.000000,[],174,5539
80,train,0.041383,0.041383,0.000000,4.189547,0.041383,0.037094,"[0.03924348205327988, 0.04352207109332085]","[4.259861946105957, 4.119231700897217]",0.000000,[],1558,49843
80,val,0.030491,0.030491,0.000000,4.187561,0.030491,0.036417,"[0.027843425050377846, 0.03313850611448288]","[4.259238243103027, 4.1158833503723145]",0.000000,[],174,5539
81,train,0.041379,0.041379,0.000000,4.193195,0.041379,0.037125,"[0.03923980891704559, 0.04351779446005821]","[4.263278484344482, 4.123108863830566]",0.000000,[],1558,49843
81,val,0.030439,0.030439,0.000000,4.188096,0.030439,0.037550,"[0.027877284213900566, 0.033000074326992035]","[4.258732318878174, 4.117460250854492]",0.000000,[],174,5539
82,train,0.041368,0.041368,0.000000,4.196857,0.041368,0.037304,"[0.03922954946756363, 0.04350603371858597]","[4.2665934562683105, 4.1271233558654785]",0.000000,[],1558,49843
82,val,0.030288,0.030288,0.000000,4.186970,0.030288,0.038873,"[0.027781911194324493, 0.03279494494199753]","[4.256881237030029, 4.117058277130127]",0.000000,[],174,5539
83,train,0.041361,0.041361,0.000000,4.199778,0.041361,0.037336,"[0.03922492265701294, 0.04349710792303085]","[4.269268035888672, 4.130279541015625]",0.000000,[],1558,49843
83,val,0.030328,0.030328,0.000000,4.196208,0.030328,0.038740,"[0.027847295626997948, 0.03280900418758392]","[4.265807151794434, 4.126607418060303]",0.000000,[],174,5539
84,train,0.041352,0.041352,0.000000,4.203430,0.041352,0.037442,"[0.039213407784700394, 0.04348979890346527]","[4.272624492645264, 4.134237289428711]",0.000000,[],1558,49843
84,val,0.030327,0.030327,0.000000,4.211327,0.030327,0.038165,"[0.02771172858774662, 0.032942645251750946]","[4.280182361602783, 4.14247465133667]",0.000000,[],174,5539
85,train,0.041346,0.041346,0.000000,4.205983,0.041346,0.037545,"[0.03921852633357048, 0.04347430542111397]","[4.275030612945557, 4.136937618255615]",0.000000,[],1558,49843
85,val,0.030394,0.030394,0.000000,4.195782,0.030394,0.038309,"[0.027834687381982803, 0.0329524502158165]","[4.2663092613220215, 4.125255107879639]",0.000000,[],174,5539
86,train,0.041340,0.041340,0.000000,4.209148,0.041340,0.037607,"[0.039209481328725815, 0.04347042366862297]","[4.27793025970459, 4.14036750793457]",0.000000,[],1558,49843
86,val,0.030303,0.030303,0.000000,4.217651,0.030303,0.038040,"[0.027764279395341873, 0.032841525971889496]","[4.284502983093262, 4.1507978439331055]",0.000000,[],174,5539
87,train,0.041323,0.041323,0.000000,4.212257,0.041323,0.037674,"[0.039193350821733475, 0.04345177114009857]","[4.280725479125977, 4.143786907196045]",0.000000,[],1558,49843
87,val,0.030332,0.030332,0.000000,4.206952,0.030332,0.037559,"[0.027759261429309845, 0.03290434181690216]","[4.27583646774292, 4.138067722320557]",0.000000,[],174,5539
88,train,0.041319,0.041319,0.000000,4.214780,0.041319,0.037751,"[0.03918762132525444, 0.043451372534036636]","[4.283078670501709, 4.146488189697266]",0.000000,[],1558,49843
88,val,0.030342,0.030342,0.000000,4.206679,0.030342,0.039286,"[0.027921881526708603, 0.0327613428235054]","[4.275099277496338, 4.138258457183838]",0.000000,[],174,5539
89,train,0.041313,0.041313,0.000000,4.217055,0.041313,0.037761,"[0.03918714076280594, 0.043438445776700974]","[4.2852349281311035, 4.148877143859863]",0.000000,[],1558,49843
89,val,0.030303,0.030303,0.000000,4.222178,0.030303,0.036937,"[0.027670972049236298, 0.03293464705348015]","[4.289804935455322, 4.154548168182373]",0.000000,[],174,5539
90,train,0.041302,0.041302,0.000000,4.219815,0.041302,0.037870,"[0.0391775406897068, 0.043426740914583206]","[4.287736415863037, 4.151891708374023]",0.000000,[],1558,49843
90,val,0.030530,0.030530,0.000000,4.213429,0.030530,0.038930,"[0.027872521430253983, 0.0331881046295166]","[4.2819037437438965, 4.144954204559326]",0.000000,[],174,5539
91,train,0.041295,0.041295,0.000000,4.222313,0.041295,0.037950,"[0.03917277604341507, 0.04341782256960869]","[4.290036201477051, 4.1545915603637695]",0.000000,[],1558,49843
91,val,0.030305,0.030305,0.000000,4.216229,0.030305,0.039568,"[0.027776706963777542, 0.03283294290304184]","[4.28359842300415, 4.14885950088501]",0.000000,[],174,5539
92,train,0.041291,0.041291,0.000000,4.223481,0.041291,0.038024,"[0.03916759416460991, 0.04341387003660202]","[4.291075706481934, 4.155887126922607]",0.000000,[],1558,49843
92,val,0.030327,0.030327,0.000000,4.219587,0.030327,0.039647,"[0.02786409482359886, 0.032789479941129684]","[4.286881446838379, 4.152291297912598]",0.000000,[],174,5539
93,train,0.041285,0.041285,0.000000,4.226552,0.041285,0.038107,"[0.03917310759425163, 0.04339635744690895]","[4.293944358825684, 4.159159183502197]",0.000000,[],1558,49843
93,val,0.030252,0.030252,0.000000,4.220578,0.030252,0.039013,"[0.027850177139043808, 0.032654087990522385]","[4.2876739501953125, 4.153482913970947]",0.000000,[],174,5539
94,train,0.041279,0.041279,0.000000,4.228684,0.041279,0.038127,"[0.0391627661883831, 0.043394915759563446]","[4.295888423919678, 4.1614766120910645]",0.000000,[],1558,49843
94,val,0.030238,0.030238,0.000000,4.232614,0.030238,0.038190,"[0.027824537828564644, 0.03265164792537689]","[4.299642086029053, 4.165585041046143]",0.000000,[],174,5539
95,train,0.041274,0.041274,0.000000,4.231397,0.041274,0.038235,"[0.0391649529337883, 0.043383948504924774]","[4.298411846160889, 4.16438102722168]",0.000000,[],1558,49843
95,val,0.030296,0.030296,0.000000,4.226042,0.030296,0.040665,"[0.027918638661503792, 0.032673195004463196]","[4.2932868003845215, 4.158796787261963]",0.000000,[],174,5539
96,train,0.041265,0.041265,0.000000,4.233557,0.041265,0.038262,"[0.03915102779865265, 0.04337853938341141]","[4.300426006317139, 4.166695594787598]",0.000000,[],1558,49843
96,val,0.030238,0.030238,0.000000,4.233166,0.030238,0.039545,"[0.027884606271982193, 0.03259154036641121]","[4.299522876739502, 4.16680908203125]",0.000000,[],174,5539
97,train,0.041261,0.041261,0.000000,4.235821,0.041261,0.038323,"[0.03915112093091011, 0.04337093606591225]","[4.302495002746582, 4.169149398803711]",0.000000,[],1558,49843
97,val,0.030376,0.030376,0.000000,4.227350,0.030376,0.039679,"[0.027837036177515984, 0.03291542828083038]","[4.296067714691162, 4.158631801605225]",0.000000,[],174,5539
98,train,0.041252,0.041252,0.000000,4.237698,0.041252,0.038415,"[0.03913620859384537, 0.04336719214916229]","[4.304203987121582, 4.171192646026611]",0.000000,[],1558,49843
98,val,0.030319,0.030319,0.000000,4.218924,0.030319,0.040219,"[0.02779979445040226, 0.03283756598830223]","[4.286312580108643, 4.151535987854004]",0.000000,[],174,5539
99,train,0.041246,0.041246,0.000000,4.240267,0.041246,0.038447,"[0.03914140909910202, 0.043349746614694595]","[4.30654764175415, 4.173986911773682]",0.000000,[],1558,49843
99,val,0.030230,0.030230,0.000000,4.237005,0.030230,0.038825,"[0.027661005035042763, 0.032799508422613144]","[4.30371618270874, 4.170293807983398]",0.000000,[],174,5539
100,train,0.041242,0.041242,0.000000,4.241556,0.041242,0.038525,"[0.039134349673986435, 0.043349042534828186]","[4.307776927947998, 4.175333499908447]",0.000000,[],1558,49843
100,val,0.030320,0.030320,0.000000,4.242845,0.030320,0.039001,"[0.0277072973549366, 0.0329318642616272]","[4.308744430541992, 4.176944732666016]",0.000000,[],174,5539
