time_index,mse,continuous_mse,gripper_mse
3,0.0014492033515125513,0.0011908489977940917,0.0029993285425007343
4,0.0002015748614212498,0.0001639099937165156,0.0004275638784747571
5,0.0005110842757858336,0.0003017476701643318,0.0017671037930995226
6,0.0006458692951127887,0.0003626207762863487,0.002345360117033124
7,0.0005424062837846577,0.00047740203444845974,0.0009324316633865237
8,0.0003881361917592585,0.00041485074325464666,0.00022784899920225143
9,0.00043738100794143975,0.00045607201172970235,0.0003252351889386773
10,0.0005451315664686263,0.0005607116618193686,0.000451650790637359
11,0.0006731924368068576,0.0006235892651602626,0.0009708115248940885
12,0.0007896968745626509,0.0005263958591967821,0.0023695030249655247
13,0.0013116024201735854,0.0004915535100735724,0.0062318965792655945
14,0.0012128762900829315,0.0003638456400949508,0.006307059433311224
15,0.00037310068728402257,0.0003344596771057695,0.0006049467483535409
16,0.0005736303864978254,0.0004390217363834381,0.0013812819961458445
17,0.0008479162934236228,0.0005916368681937456,0.002385593019425869
18,0.0019133848836645484,0.0006068763905204833,0.009752435609698296
19,0.001569615793414414,0.0006817436660639942,0.0068968478590250015
20,0.000282040738966316,0.0003061022434849292,0.00013767166819889098
21,0.0004269601486157626,0.000391622626921162,0.0006389854243025184
22,0.00040345871821045876,0.00037497817538678646,0.0005743418587371707
23,0.0005986667238175869,0.0006278701475821435,0.0004234463267493993
24,0.001136990962550044,0.00040819135028868914,0.005509788636118174
25,0.003463412169367075,0.0005783378728665411,0.020773857831954956
26,0.0009663867531344295,0.0007257856777869165,0.002409994136542082
27,0.0020725708454847336,0.0011245374334976077,0.0077607715502381325
28,0.0011791277211159468,0.0004533299070317298,0.0055339140817523
29,0.0022731537465006113,0.0008420060039497912,0.010860040783882141
30,0.013971986249089241,0.001054168096743524,0.09147889912128448
31,0.0379834808409214,0.001224276958964765,0.2585386633872986
32,0.029125405475497246,0.0010244917357340455,0.1977308839559555
33,0.03445138409733772,0.00030723566305823624,0.23931628465652466
