variant,direct_continuous_normalized_mse,direct_continuous_raw_mse,direct_gripper_sign_accuracy,residual_continuous_normalized_mse,residual_continuous_raw_mse,residual_gripper_sign_accuracy,improvement_ratio,direct_beat_last_action,residual_beat_last_action,direct_best_epoch,residual_best_epoch
action_history_gru,0.03209516033530235,0.0012989791575819254,0.96875,0.013269737362861633,0.0004677722754422575,0.9791666865348816,2.4186733661457334,True,,292,298
full_state_plus_history,0.01833021454513073,0.001170958043076098,0.9791666865348816,0.01420524250715971,0.000523707247339189,0.9791666865348816,1.2903837816138624,True,,292,201
