variant,val_demo,direct_continuous_normalized_mse,residual_continuous_normalized_mse,improvement_ratio,n_train_windows,n_val_windows
multidemo_offline,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_1,0.7204433083534241,0.05284111946821213,13.634141660962054,96,116
multidemo_offline,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_10,0.2634701728820801,0.0337899886071682,7.797285046322496,96,102
multidemo_offline,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_11,0.2708914577960968,0.022062379866838455,12.278433216684325,96,94
multidemo_offline,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,0.9613243341445923,0.04353959485888481,22.079312801607795,96,117
multidemo_offline,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,0.5297002196311951,0.049108609557151794,10.786300496142914,96,115
