mode,horizon,continuous_normalized_mse,continuous_raw_mae,gripper_sign_accuracy,per_dim_mse,delta_rot_x_mse,val_demo,train_demo,variant,error_growth_slope,max_error,action_drift_norm
teacher_forced_h1,20,0.1064499095082283,0.029923047870397568,1.0,"[0.003835675772279501, 0.003966978285461664, 0.0030785526614636183, 0.0004399931931402534, 0.00017776750610210001, 3.7554087612079456e-05]",0.0004399931931402534,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
teacher_forced_h1,40,0.07574013620615005,0.026669641956686974,0.9750000238418579,"[0.004611584357917309, 0.0022518811747431755, 0.0027551378589123487, 0.0002725694212131202, 0.00016132937162183225, 5.253533527138643e-05]",0.0002725694212131202,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
teacher_forced_h1,40,0.07574013620615005,0.026669641956686974,0.9750000238418579,"[0.004611584357917309, 0.0022518811747431755, 0.0027551378589123487, 0.0002725694212131202, 0.00016132937162183225, 5.253533527138643e-05]",0.0002725694212131202,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
teacher_forced_h1,full,0.07574013620615005,0.026669641956686974,0.9750000238418579,"[0.004611584357917309, 0.0022518811747431755, 0.0027551378589123487, 0.0002725694212131202, 0.00016132937162183225, 5.253533527138643e-05]",0.0002725694212131202,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,-0.001556543866172433,0.23106789588928223,0.052256207913160324
autoregressive_open_loop,1,0.08042029291391373,0.016321800649166107,1.0,"[6.49281864752993e-05, 0.00010680106788640842, 0.002339923521503806, 0.0003379709960427135, 7.231223207782023e-06, 0.00010186272265855223]",0.0003379709960427135,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
autoregressive_open_loop,5,0.90172278881073,0.0772349014878273,1.0,"[0.044627003371715546, 0.025569433346390724, 0.011067194864153862, 0.003132108598947525, 0.00020844300161115825, 0.0010815842542797327]",0.003132108598947525,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
autoregressive_open_loop,10,2.1526739597320557,0.14468996226787567,1.0,"[0.10195604711771011, 0.0704951137304306, 0.07161165773868561, 0.005569883156567812, 0.0004059593193233013, 0.004213306121528149]",0.005569883156567812,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
autoregressive_open_loop,20,9.011204719543457,0.2397320717573166,1.0,"[0.23602566123008728, 0.03971537575125694, 0.5299276113510132, 0.030375957489013672, 0.0011503624264150858, 0.0153477368876338]",0.030375957489013672,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
autoregressive_open_loop,40,17.553903579711914,0.30833882093429565,0.824999988079071,"[0.5699677467346191, 0.031032562255859375, 0.496058851480484, 0.06163433939218521, 0.0051708100363612175, 0.028749292716383934]",0.06163433939218521,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
autoregressive_open_loop,40,17.553903579711914,0.30833882093429565,0.824999988079071,"[0.5699677467346191, 0.031032562255859375, 0.496058851480484, 0.06163433939218521, 0.0051708100363612175, 0.028749292716383934]",0.06163433939218521,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
autoregressive_open_loop,full,17.553903579711914,0.30833882093429565,0.824999988079071,"[0.5699677467346191, 0.031032562255859375, 0.496058851480484, 0.06163433939218521, 0.0051708100363612175, 0.028749292716383934]",0.06163433939218521,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,0.7809779047966003,30.913291931152344,0.7873573303222656
corrupted_history_noise_0.1,10,2.181025266647339,0.14354832470417023,1.0,"[0.09973490238189697, 0.07122313231229782, 0.06862150877714157, 0.005759799387305975, 0.000437385227996856, 0.004200628958642483]",0.005759799387305975,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,0.5333247184753418,5.374822616577148,
corrupted_history_noise_0.5,10,1.7445204257965088,0.146029531955719,1.0,"[0.13604672253131866, 0.06437504291534424, 0.06702620536088943, 0.00424834294244647, 0.00034564334782771766, 0.003055067965760827]",0.00424834294244647,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,0.46427345275878906,4.598393440246582,
corrupted_history_noise_1.0,10,1.3226510286331177,0.16824503242969513,0.0,"[0.29408371448516846, 0.060835354030132294, 0.0754629448056221, 0.0028100586496293545, 0.0014920003013685346, 0.0006206659600138664]",0.0028100586496293545,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,0.3303210437297821,2.5963499546051025,
corrupted_history_noise_2.0,10,0.9971489310264587,0.1388326734304428,1.0,"[0.18884801864624023, 0.0877387523651123, 0.018532589077949524, 0.0016007411759346724, 0.00015109828382264823, 0.0008947502938099205]",0.0016007411759346724,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_12,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,0.17660082876682281,1.736944317817688,
teacher_forced_h1,1,0.08704780787229538,0.037981294095516205,1.0,"[0.0021465769968926907, 0.016566012054681778, 0.0005109640769660473, 0.00011366623948561028, 9.00810700841248e-05, 0.00010181871766690165]",0.00011366623948561028,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
teacher_forced_h1,5,0.0825493335723877,0.027192236855626106,1.0,"[0.003035191912204027, 0.0054426961578428745, 0.0004398705787025392, 8.973220974439755e-05, 9.661410877015442e-05, 0.00025233448832295835]",8.973220974439755e-05,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
teacher_forced_h1,10,0.09553728252649307,0.027630459517240524,1.0,"[0.002835530089214444, 0.0032401010394096375, 0.0025110305286943913, 9.376583329867572e-05, 0.00011655835987767205, 0.00034472253173589706]",9.376583329867572e-05,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
teacher_forced_h1,20,0.1683129370212555,0.02936532348394394,1.0,"[0.002948821522295475, 0.003324150340631604, 0.002548192860558629, 0.0006410203641280532, 9.185826638713479e-05, 0.00020939037494827062]",0.0006410203641280532,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
teacher_forced_h1,40,0.14577177166938782,0.02781335450708866,0.949999988079071,"[0.0017789279809221625, 0.0022943865042179823, 0.0039862701669335365, 0.0004875953309237957, 0.00012901316222269088, 0.0002524330629967153]",0.0004875953309237957,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
teacher_forced_h1,40,0.14577177166938782,0.02781335450708866,0.949999988079071,"[0.0017789279809221625, 0.0022943865042179823, 0.0039862701669335365, 0.0004875953309237957, 0.00012901316222269088, 0.0002524330629967153]",0.0004875953309237957,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
teacher_forced_h1,full,0.14577177166938782,0.02781335450708866,0.949999988079071,"[0.0017789279809221625, 0.0022943865042179823, 0.0039862701669335365, 0.0004875953309237957, 0.00012901316222269088, 0.0002524330629967153]",0.0004875953309237957,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,-0.001719360239803791,0.4412921369075775,0.10721822828054428
autoregressive_open_loop,1,0.08704780787229538,0.037981294095516205,1.0,"[0.0021465769968926907, 0.016566012054681778, 0.0005109640769660473, 0.00011366623948561028, 9.00810700841248e-05, 0.00010181871766690165]",0.00011366623948561028,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
autoregressive_open_loop,5,0.21218061447143555,0.06261703372001648,1.0,"[0.00919823907315731, 0.05588753893971443, 0.0007629124447703362, 5.681053880834952e-05, 0.00020819487690459937, 0.00020816612232010812]",5.681053880834952e-05,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
autoregressive_open_loop,10,0.8442095518112183,0.07794072479009628,1.0,"[0.01635027304291725, 0.049593113362789154, 0.002347667934373021, 0.0023748106323182583, 0.0014439511578530073, 0.0013334976974874735]",0.0023748106323182583,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
autoregressive_open_loop,20,5.580545902252197,0.125465989112854,1.0,"[0.04984426498413086, 0.034586772322654724, 0.03599113970994949, 0.024166781455278397, 0.0058698495849967, 0.005509304814040661]",0.024166781455278397,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
autoregressive_open_loop,40,12.74524211883545,0.21495647728443146,0.75,"[0.19868206977844238, 0.025685284286737442, 0.2309623509645462, 0.0573405995965004, 0.026146218180656433, 0.00877479650080204]",0.0573405995965004,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
autoregressive_open_loop,40,12.74524211883545,0.21495647728443146,0.75,"[0.19868206977844238, 0.025685284286737442, 0.2309623509645462, 0.0573405995965004, 0.026146218180656433, 0.00877479650080204]",0.0573405995965004,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,,,
autoregressive_open_loop,full,12.74524211883545,0.21495647728443146,0.75,"[0.19868206977844238, 0.025685284286737442, 0.2309623509645462, 0.0573405995965004, 0.026146218180656433, 0.00877479650080204]",0.0573405995965004,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,0.7690288424491882,29.05913543701172,0.6624370813369751
corrupted_history_noise_0.1,10,0.7622330784797668,0.07946387678384781,1.0,"[0.019119931384921074, 0.050845302641391754, 0.0023778160102665424, 0.0021905326284468174, 0.001343368086963892, 0.0010270618367940187]",0.0021905326284468174,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,0.23897112905979156,2.4511570930480957,
corrupted_history_noise_0.5,10,0.97572261095047,0.0827290266752243,1.0,"[0.021259820088744164, 0.052295953035354614, 0.002752165077254176, 0.0029078363440930843, 0.0014779834309592843, 0.0014494408387690783]",0.0029078363440930843,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,0.3088754713535309,2.9908740520477295,
corrupted_history_noise_1.0,10,0.6215746402740479,0.07928875833749771,1.0,"[0.015773002058267593, 0.033778659999370575, 0.014339052140712738, 0.0006065916386432946, 0.0031127072870731354, 0.0018765894928947091]",0.0006065916386432946,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,0.16832312941551208,1.8470779657363892,
corrupted_history_noise_2.0,10,0.5673059821128845,0.08735643327236176,1.0,"[0.013463241048157215, 0.05317114666104317, 0.012081761844456196, 0.0013657804811373353, 0.0032174251973628998, 0.0005694460705853999]",0.0013657804811373353,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_13,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,residual_gru_state,0.1527450829744339,1.713712215423584,
