epoch,split,total_loss,patch_cosine_loss,action_loss,patch_mse,patch_cosine_error,patch_mean_cosine_error,patch_cosine_error_by_horizon,patch_mse_by_horizon,action_mse,action_mse_by_horizon,steps,samples
78,val,1.000695,1.000695,0.000000,1.032538,1.000695,1.001611,"[0.9998860359191895, 1.0015045404434204]","[1.0295093059539795, 1.0355664491653442]",0.000000,[],1,8
79,train,0.904553,0.904553,0.000000,0.996892,0.904553,0.548758,"[0.9015743732452393, 0.9075309634208679]","[0.994952380657196, 0.9988307952880859]",0.000000,[],1,24
79,val,1.000714,1.000714,0.000000,1.032018,1.000714,1.001416,"[0.9999486804008484, 1.0014792680740356]","[1.0291094779968262, 1.0349271297454834]",0.000000,[],1,8
80,train,0.902732,0.902732,0.000000,0.996178,0.902732,0.545667,"[0.8999571204185486, 0.9055077433586121]","[0.9943129420280457, 0.9980441927909851]",0.000000,[],1,24
80,val,1.000743,1.000743,0.000000,1.031487,1.000743,1.002331,"[1.0000227689743042, 1.001462459564209]","[1.0287078619003296, 1.0342662334442139]",0.000000,[],1,8
81,train,0.900669,0.900669,0.000000,0.995385,0.900669,0.541275,"[0.8974563479423523, 0.9038826823234558]","[0.9934127926826477, 0.9973577857017517]",0.000000,[],1,24
81,val,1.000751,1.000751,0.000000,1.030946,1.000751,1.003527,"[1.0000200271606445, 1.0014817714691162]","[1.0282866954803467, 1.0336053371429443]",0.000000,[],1,8
82,train,0.898331,0.898331,0.000000,0.994486,0.898331,0.536856,"[0.8949582576751709, 0.9017030596733093]","[0.9925162196159363, 0.9964558482170105]",0.000000,[],1,24
82,val,1.000708,1.000708,0.000000,1.030567,1.000708,1.003346,"[0.9999164342880249, 1.0014996528625488]","[1.0280258655548096, 1.0331077575683594]",0.000000,[],1,8
83,train,0.896436,0.896436,0.000000,0.993802,0.896436,0.533256,"[0.8936265110969543, 0.899244487285614]","[0.9920600056648254, 0.9955447316169739]",0.000000,[],1,24
83,val,1.000648,1.000648,0.000000,1.030128,1.000648,1.002013,"[0.999793529510498, 1.0015021562576294]","[1.0277061462402344, 1.0325489044189453]",0.000000,[],1,8
84,train,0.894468,0.894468,0.000000,0.993081,0.894468,0.530498,"[0.8915640711784363, 0.8973717093467712]","[0.9913394451141357, 0.9948217868804932]",0.000000,[],1,24
84,val,1.000605,1.000605,0.000000,1.029614,1.000605,1.000880,"[0.9997527003288269, 1.0014580488204956]","[1.0273138284683228, 1.0319135189056396]",0.000000,[],1,8
85,train,0.892601,0.892601,0.000000,0.992359,0.892601,0.526231,"[0.8897614479064941, 0.895439624786377]","[0.9906859397888184, 0.9940314292907715]",0.000000,[],1,24
85,val,1.000601,1.000601,0.000000,1.029198,1.000601,1.000901,"[0.9997738003730774, 1.0014290809631348]","[1.026981234550476, 1.0314152240753174]",0.000000,[],1,8
86,train,0.890280,0.890280,0.000000,0.991547,0.890280,0.522568,"[0.8870183825492859, 0.8935415148735046]","[0.9897510409355164, 0.9933436512947083]",0.000000,[],1,24
86,val,1.000569,1.000569,0.000000,1.028912,1.000569,1.000992,"[0.9997377395629883, 1.0013993978500366]","[1.026755452156067, 1.031069040298462]",0.000000,[],1,8
87,train,0.888592,0.888592,0.000000,0.990958,0.888592,0.520719,"[0.8852913975715637, 0.8918916583061218]","[0.989179790019989, 0.9927363395690918]",0.000000,[],1,24
87,val,1.000547,1.000547,0.000000,1.028476,1.000547,1.000970,"[0.9997061491012573, 1.001387119293213]","[1.0264246463775635, 1.030526876449585]",0.000000,[],1,8
88,train,0.886469,0.886469,0.000000,0.990245,0.886469,0.516954,"[0.8836588263511658, 0.8892796635627747]","[0.9886584281921387, 0.9918311238288879]",0.000000,[],1,24
88,val,1.000515,1.000515,0.000000,1.028119,1.000515,1.000540,"[0.9996556639671326, 1.0013740062713623]","[1.026185154914856, 1.0300521850585938]",0.000000,[],1,8
89,train,0.884222,0.884222,0.000000,0.989520,0.884222,0.513030,"[0.8810594081878662, 0.8873836398124695]","[0.9878411293029785, 0.9911987781524658]",0.000000,[],1,24
89,val,1.000491,1.000491,0.000000,1.027802,1.000491,1.000235,"[0.9996316432952881, 1.0013500452041626]","[1.0259807109832764, 1.0296237468719482]",0.000000,[],1,8
90,train,0.882902,0.882902,0.000000,0.989069,0.882902,0.510157,"[0.8795806765556335, 0.8862237334251404]","[0.9873598217964172, 0.9907786250114441]",0.000000,[],1,24
90,val,1.000466,1.000466,0.000000,1.027331,1.000466,0.999621,"[0.9995778799057007, 1.00135338306427]","[1.0255903005599976, 1.0290722846984863]",0.000000,[],1,8
91,train,0.880647,0.880647,0.000000,0.988350,0.880647,0.507362,"[0.87750244140625, 0.8837906718254089]","[0.9866988658905029, 0.9900018572807312]",0.000000,[],1,24
91,val,1.000474,1.000474,0.000000,1.026756,1.000474,0.999389,"[0.999535083770752, 1.001413345336914]","[1.025092601776123, 1.0284185409545898]",0.000000,[],1,8
92,train,0.878530,0.878530,0.000000,0.987673,0.878530,0.504440,"[0.8758562207221985, 0.8812028765678406]","[0.9861531257629395, 0.989192008972168]",0.000000,[],1,24
92,val,1.000470,1.000470,0.000000,1.026265,1.000470,0.999725,"[0.9995442628860474, 1.0013962984085083]","[1.0246849060058594, 1.027845859527588]",0.000000,[],1,8
93,train,0.876759,0.876759,0.000000,0.987093,0.876759,0.503352,"[0.8733727335929871, 0.8801454901695251]","[0.9854076504707336, 0.9887778162956238]",0.000000,[],1,24
93,val,1.000515,1.000515,0.000000,1.025928,1.000515,1.001835,"[0.9996047616004944, 1.0014240741729736]","[1.0244340896606445, 1.0274229049682617]",0.000000,[],1,8
94,train,0.874248,0.874248,0.000000,0.986335,0.874248,0.501522,"[0.8709997534751892, 0.877495288848877]","[0.9846868515014648, 0.9879834055900574]",0.000000,[],1,24
94,val,1.000477,1.000477,0.000000,1.025589,1.000477,1.001309,"[0.999547004699707, 1.0014073848724365]","[1.0241990089416504, 1.0269784927368164]",0.000000,[],1,8
95,train,0.872758,0.872758,0.000000,0.985856,0.872758,0.497802,"[0.8698174357414246, 0.8756987452507019]","[0.9842934012413025, 0.9874181151390076]",0.000000,[],1,24
95,val,1.000356,1.000356,0.000000,1.025507,1.000356,0.997740,"[0.9994455575942993, 1.0012664794921875]","[1.0241836309432983, 1.0268304347991943]",0.000000,[],1,8
96,train,0.871014,0.871014,0.000000,0.985369,0.871014,0.495307,"[0.8680070042610168, 0.8740217089653015]","[0.9838272929191589, 0.9869114756584167]",0.000000,[],1,24
96,val,1.000347,1.000347,0.000000,1.025343,1.000347,0.998076,"[0.9995018839836121, 1.0011919736862183]","[1.0240566730499268, 1.0266294479370117]",0.000000,[],1,8
97,train,0.869053,0.869053,0.000000,0.984803,0.869053,0.493542,"[0.865959644317627, 0.8721464276313782]","[0.9832146167755127, 0.9863908290863037]",0.000000,[],1,24
97,val,1.000389,1.000389,0.000000,1.025050,1.000389,0.999986,"[0.9995003342628479, 1.0012784004211426]","[1.0238081216812134, 1.0262916088104248]",0.000000,[],1,8
98,train,0.867139,0.867139,0.000000,0.984257,0.867139,0.489713,"[0.8643682599067688, 0.8699091076850891]","[0.9827577471733093, 0.9857563376426697]",0.000000,[],1,24
98,val,1.000385,1.000385,0.000000,1.024566,1.000385,1.000353,"[0.9994715452194214, 1.0012973546981812]","[1.0234317779541016, 1.0257006883621216]",0.000000,[],1,8
99,train,0.865053,0.865053,0.000000,0.983672,0.865053,0.485897,"[0.862252414226532, 0.8678539395332336]","[0.9821627140045166, 0.9851821064949036]",0.000000,[],1,24
99,val,1.000385,1.000385,0.000000,1.024290,1.000385,1.000326,"[0.9995021820068359, 1.0012671947479248]","[1.023229956626892, 1.0253500938415527]",0.000000,[],1,8
100,train,0.863136,0.863136,0.000000,0.983133,0.863136,0.485857,"[0.8605734705924988, 0.8656994700431824]","[0.9816948771476746, 0.9845708012580872]",0.000000,[],1,24
100,val,1.000380,1.000380,0.000000,1.024066,1.000380,1.000418,"[0.9995324611663818, 1.001226782798767]","[1.0230605602264404, 1.0250710248947144]",0.000000,[],1,8
