time_index,mse,continuous_mse,gripper_mse
3,0.0017985351150855422,0.0009518165024928749,0.0068788472563028336
4,0.0006739452364854515,0.0004865980299655348,0.0017980290576815605
5,0.0010620729299262166,0.000563388632144779,0.004054178949445486
6,0.001644706353545189,0.00048110904754139483,0.008626289665699005
7,0.0011260401224717498,0.0005827124696224928,0.00438600592315197
8,0.0005956524983048439,0.00041803810745477676,0.0016613389598205686
9,0.00045944307930767536,0.0003560759359970689,0.0010796458227559924
10,0.0006145179504528642,0.0005325017846189439,0.0011066151782870293
11,0.001247268752194941,0.0007742010056972504,0.004085675813257694
12,0.0029054705519229174,0.0009576305747032166,0.014592509716749191
13,0.0039407298900187016,0.0009183029760606587,0.022075291723012924
14,0.0026938680093735456,0.0008129620109684765,0.013979305513203144
15,0.0011136459652334452,0.0008462816476821899,0.00271783210337162
16,0.0013642174890264869,0.000885341374669224,0.004237474873661995
17,0.0028800389263778925,0.0007026529056020081,0.015944354236125946
18,0.0057724290527403355,0.0008190593798644841,0.03549264371395111
19,0.0038468639831990004,0.0013255082303658128,0.018974997103214264
20,0.003222459927201271,0.0011012977920472622,0.01594943180680275
21,0.0031317523680627346,0.0008916558581404388,0.01657233014702797
22,0.0040921918116509914,0.0008160460274666548,0.02374906837940216
23,0.00495843356475234,0.0010629063472151756,0.02833160012960434
24,0.005449158139526844,0.000594130891840905,0.0345793217420578
25,0.00805953610688448,0.0010918490588665009,0.04986565187573433
26,0.004277058877050877,0.0013332185335457325,0.021940097212791443
27,0.0031334480736404657,0.0016972394660115242,0.011750699952244759
28,0.0034274535719305277,0.0013412501430138946,0.015944676473736763
29,0.007378677371889353,0.0027306582778692245,0.03526679053902626
30,0.02109057642519474,0.0016210554167628288,0.1379077136516571
31,0.045298535376787186,0.0012398266699165106,0.3096507787704468
32,0.037728358060121536,0.0014004112454131246,0.25569602847099304
33,0.04154181107878685,0.0005667033838108182,0.2873924970626831
34,0.022692536935210228,0.0007603433914482594,0.1542857140302658
35,0.0014499990502372384,0.00041936105117201805,0.007633826229721308
36,0.004020773805677891,0.0008342713117599487,0.023139789700508118
37,0.0007061758660711348,0.0006415368989109993,0.001094009610824287
38,0.0007642590790055692,0.0005316540482454002,0.0021598890889436007
39,0.0006471798405982554,0.0003920694289263338,0.002177842427045107
40,0.000914954231120646,0.0006994779105298221,0.002207812387496233
41,0.001095863408409059,0.0010037599131464958,0.0016484849620610476
42,0.0009517849539406598,0.000930198235437274,0.001081305555999279
43,0.0009827330941334367,0.0009416326065547764,0.0012293352046981454
44,0.0012281837407499552,0.0011443444527685642,0.0017312192358076572
45,0.0009641940705478191,0.0010221541160717607,0.0006164339720271528
46,0.0011606483021751046,0.0011453694896772504,0.0012523212935775518
47,0.0008055912330746651,0.0008863536641001701,0.00032101775286719203
48,0.0005510019254870713,0.000556158774998039,0.0005200610612519085
49,0.0005149253993295133,0.0004841756308451295,0.0006994238356128335
50,0.0008506610174663365,0.000535877188667655,0.0027393638156354427
51,0.0007533594616688788,0.0005140239954926074,0.00218937243334949
