variant,target_shift,train_mse,eval_mse,continuous_mse,gripper_mse,gripper_sign_accuracy,gripper_open_accuracy,gripper_close_accuracy,gripper_transition_f1,action_trace_correlation,continuous_trace_correlation,gripper_trace_correlation,best_epoch,passed
causal_timestep_embedding,0,7.919829840830062e-07,7.91982643022493e-07,9.239797122972959e-07,0.0,1.0,1.0,1.0,1.0,0.9999983906745911,0.999995231628418,1.0,93,True
causal_proprio_only,0,0.010794364847242832,0.010794363915920258,0.005648979917168617,0.0416666679084301,0.9895833134651184,1.0,0.96875,0.6666666666666666,0.9756075739860535,0.97127765417099,0.9766503572463989,288,False
causal_action_history_gru,0,0.0007916907779872417,0.0007916910690255463,0.000923639687243849,0.0,1.0,1.0,1.0,1.0,0.9982625246047974,0.9953624606132507,1.0,289,False
causal_dino_cls_only,0,0.04153856635093689,0.04153856635093689,0.020683884620666504,0.1666666716337204,0.9583333134651184,1.0,0.875,0.0,0.9035425782203674,0.8942956328392029,0.9074852466583252,258,False
causal_dino_proprio,0,0.024035507813096046,0.024035504087805748,0.01415253710001707,0.0833333358168602,0.9791666865348816,1.0,0.9375,0.6666666666666666,0.9456042647361755,0.9267333745956421,0.9534626007080078,284,False
causal_dino_proprio_history_gru,0,0.0013511974830180407,0.0013511970173567533,0.0015763967530801892,0.0,1.0,1.0,1.0,1.0,0.9970093369483948,0.99200838804245,1.0,235,False
