epoch,split,loss,action_mse,continuous_mse,gripper_mse,gripper_sign_accuracy,gripper_open_accuracy,gripper_close_accuracy,gripper_transition_f1,action_correlation,continuous_correlation,gripper_correlation,grad_norm,action_head_update_norm,pred_variance,target_variance,residual_dim0,pred_var_dim0,target_var_dim0,residual_dim1,pred_var_dim1,target_var_dim1,residual_dim2,pred_var_dim2,target_var_dim2,residual_dim3,pred_var_dim3,target_var_dim3,residual_dim4,pred_var_dim4,target_var_dim4,residual_dim5,pred_var_dim5,target_var_dim5,residual_dim6,pred_var_dim6,target_var_dim6
0,eval,,0.31322941184043884,0.21750757098197937,0.8875604271888733,0.6666666865348816,1.0,0.0,0.0,0.30596959590911865,0.3257830739021301,0.5405693054199219,,,0.1611439287662506,0.2235412299633026,-0.1260358840227127,0.002639670390635729,0.10736531764268875,0.8589512705802917,0.001362391049042344,0.06802359968423843,-0.008297073654830456,0.0021020211279392242,0.2787151634693146,-0.048976194113492966,0.00044055416947230697,0.0009938456350937486,0.2439631223678589,0.00041889346903190017,0.010587310418486595,0.27695631980895996,0.001615122309885919,0.0008865827112458646,0.28319844603538513,0.00765555864199996,0.8888888955116272
1,eval,,0.3032477796077728,0.20463943481445312,0.8948981761932373,0.53125,0.328125,0.9375,0.0,0.11905356496572495,0.053358059376478195,0.6697224974632263,,,0.0959860235452652,0.2235412299633026,0.08736348152160645,0.0064096152782440186,0.10736531764268875,-0.5503136515617371,0.0022446410730481148,0.06802359968423843,0.338545560836792,0.003155260346829891,0.2787151634693146,0.2994011640548706,0.0003393433871679008,0.0009938456350937486,-0.22291648387908936,0.00036440292024053633,0.010587310418486595,-0.527057945728302,0.0028605854604393244,0.0008865827112458646,-0.379664808511734,0.01463469211012125,0.8888888955116272
2,eval,,0.22535935044288635,0.14425034821033478,0.7120132446289062,0.9583333134651184,0.96875,0.9375,0.6666666666666666,0.31770116090774536,0.12422845512628555,0.7177512645721436,,,0.05575638636946678,0.2235412299633026,-0.0435030460357666,0.011866815388202667,0.10736531764268875,-0.6771714091300964,0.004623098764568567,0.06802359968423843,0.11896002292633057,0.0047988565638661385,0.2787151634693146,0.10756781697273254,0.0010370558593422174,0.0009938456350937486,-0.11813243478536606,0.0007295491523109376,0.010587310418486595,-0.11642327904701233,0.001102841692045331,0.0008865827112458646,-0.1839609593153,0.0322207473218441,0.8888888955116272
3,eval,,0.16085828840732574,0.08560332655906677,0.6123880743980408,0.6666666865348816,1.0,0.0,0.0,0.5446309447288513,0.5061565041542053,0.7776995897293091,,,0.09226805716753006,0.2235412299633026,-0.025951271876692772,0.019057858735322952,0.10736531764268875,0.05100269615650177,0.01270950585603714,0.06802359968423843,-0.2111746072769165,0.0088410135358572,0.2787151634693146,-0.13965366780757904,0.0015885233879089355,0.0009938456350937486,0.14994551241397858,0.002195228124037385,0.010587310418486595,0.3282487690448761,0.0011728587560355663,0.0008865827112458646,0.11733344942331314,0.055640507489442825,0.8888888955116272
5,eval,,0.11446439474821091,0.0643174946308136,0.415345698595047,0.9583333134651184,0.96875,0.9375,0.6666666666666666,0.7127680778503418,0.638298749923706,0.848450779914856,,,0.09839139878749847,0.2235412299633026,-0.004293817561119795,0.03843565285205841,0.10736531764268875,0.35232579708099365,0.02111351676285267,0.06802359968423843,0.09915875643491745,0.036386728286743164,0.2787151634693146,-0.02697186917066574,0.0007662432035431266,0.0009938456350937486,-0.015299007296562195,0.003495712298899889,0.010587310418486595,-0.06936533004045486,0.0013692143838852644,0.0008865827112458646,0.10420223325490952,0.16452355682849884,0.8888888955116272
6,eval,,0.09930120408535004,0.05347013473510742,0.37428751587867737,0.9375,0.9375,0.9375,0.0,0.7799847722053528,0.6798787713050842,0.8602043986320496,,,0.08008300513029099,0.2235412299633026,-0.04460369423031807,0.04654639586806297,0.10736531764268875,-0.10474282503128052,0.021185817196965218,0.06802359968423843,0.1342342346906662,0.06862441450357437,0.2787151634693146,0.14181572198867798,0.001066648866981268,0.0009938456350937486,-0.15795204043388367,0.0038255045656114817,0.010587310418486595,-0.1765168160200119,0.001662318711169064,0.0008865827112458646,-0.25642773509025574,0.28391754627227783,0.8888888955116272
7,eval,,0.09854282438755035,0.06648826599121094,0.2908701002597809,0.9375,0.9375,0.9375,0.0,0.7716809511184692,0.616324245929718,0.8696564435958862,,,0.1213977262377739,0.2235412299633026,-0.011132667772471905,0.05569753423333168,0.10736531764268875,-0.39563775062561035,0.02230185829102993,0.06802359968423843,0.08955232053995132,0.11979357153177261,0.2787151634693146,0.13797077536582947,0.002280222252011299,0.0009938456350937486,-0.08778385072946548,0.004487981088459492,0.010587310418486595,-0.1098463162779808,0.002205104101449251,0.0008865827112458646,-0.24326612055301666,0.4860232174396515,0.8888888955116272
8,eval,,0.07247261703014374,0.048311181366443634,0.21744121611118317,0.9375,0.9375,0.9375,0.0,0.8318435549736023,0.7288985848426819,0.8767715096473694,,,0.20068785548210144,0.2235412299633026,0.0011179819703102112,0.0641770213842392,0.10736531764268875,-0.31177055835723877,0.02951633371412754,0.06802359968423843,0.0015156330773606896,0.19833792746067047,0.2787151634693146,0.020139619708061218,0.0023492753971368074,0.0009938456350937486,0.04254637286067009,0.00535151781514287,0.010587310418486595,0.0053452686406672,0.0026572877541184425,0.0008865827112458646,0.0663449838757515,0.8336157202720642,0.8888888955116272
11,eval,,0.06439533829689026,0.03519769012928009,0.23958122730255127,0.9375,0.9375,0.9375,0.0,0.8480767607688904,0.8188918828964233,0.8778113722801208,,,0.19442172348499298,0.2235412299633026,-0.005407317075878382,0.07175315916538239,0.10736531764268875,0.24720261991024017,0.042590558528900146,0.06802359968423843,0.04665491357445717,0.1836971640586853,0.2787151634693146,-0.048502366989851,0.0007606896688230336,0.0009938456350937486,-0.018521038815379143,0.005929432809352875,0.010587310418486595,-0.0060239266604185104,0.0032637801486998796,0.0008865827112458646,-0.1735905408859253,0.8131231665611267,0.8888888955116272
12,eval,,0.05500276759266853,0.029588205739855766,0.20749014616012573,0.9375,0.9375,0.9375,0.0,0.8707839846611023,0.8353646397590637,0.8813266158103943,,,0.15063154697418213,0.2235412299633026,-0.028550786897540092,0.07442211359739304,0.10736531764268875,0.029022617265582085,0.03741135820746422,0.06802359968423843,0.13262058794498444,0.14654822647571564,0.2787151634693146,0.02128894440829754,0.0006241698865778744,0.0009938456350937486,-0.09355777502059937,0.004955541808158159,0.010587310418486595,-0.11495555192232132,0.003247894113883376,0.0008865827112458646,-0.08728861063718796,0.629344642162323,0.8888888955116272
14,eval,,0.05497894436120987,0.028275221586227417,0.2152012437582016,0.9479166865348816,0.953125,0.9375,0.0,0.8696101903915405,0.8460658192634583,0.8898007869720459,,,0.15169060230255127,0.2235412299633026,-0.012163978070020676,0.07986487448215485,0.10736531764268875,-0.192430317401886,0.03092684969305992,0.06802359968423843,-0.06400782614946365,0.13268837332725525,0.2787151634693146,0.07996349781751633,0.0010368877556174994,0.0009938456350937486,0.025092577561736107,0.00563446618616581,0.010587310418486595,0.026595547795295715,0.0034057176671922207,0.0008865827112458646,0.11032253503799438,0.4971170723438263,0.8888888955116272
15,eval,,0.04916169494390488,0.023191867396235466,0.20498068630695343,0.9479166865348816,0.953125,0.9375,0.0,0.8853832483291626,0.8726083040237427,0.8926947116851807,,,0.15347878634929657,0.2235412299633026,0.01865762658417225,0.084150031208992,0.10736531764268875,-0.06860876828432083,0.031850822269916534,0.06802359968423843,-0.09332194179296494,0.15124620497226715,0.2787151634693146,-0.02477150969207287,0.0013445083750411868,0.0009938456350937486,0.07227341085672379,0.007796114776283503,0.010587310418486595,0.10735533386468887,0.0029871182050555944,0.0008865827112458646,0.06958276033401489,0.49225446581840515,0.8888888955116272
16,eval,,0.04578777775168419,0.020929282531142235,0.19493873417377472,0.9479166865348816,0.953125,0.9375,0.0,0.8939313888549805,0.889137864112854,0.8940873742103577,,,0.1558162271976471,0.2235412299633026,0.04389193281531334,0.08563896268606186,0.10736531764268875,0.09365168958902359,0.033580414950847626,0.06802359968423843,-0.031570322811603546,0.18078258633613586,0.2787151634693146,-0.10207539796829224,0.001362822251394391,0.0009938456350937486,0.03857898712158203,0.010287432931363583,0.010587310418486595,0.07344591617584229,0.002576711354777217,0.0008865827112458646,-0.04525114968419075,0.5216236114501953,0.8888888955116272
17,eval,,0.042700812220573425,0.019151920452713966,0.1839941293001175,0.9479166865348816,0.953125,0.9375,0.0,0.9002498388290405,0.8972925543785095,0.8954485058784485,,,0.1661078780889511,0.2235412299633026,-0.030947908759117126,0.08358343690633774,0.10736531764268875,0.13950566947460175,0.035045914351940155,0.06802359968423843,0.05467583239078522,0.21857888996601105,0.2787151634693146,-0.0582696795463562,0.0009872697992250323,0.0009938456350937486,-0.02033582329750061,0.011683391407132149,0.010587310418486595,-0.022490734234452248,0.0026848488487303257,0.0008865827112458646,-0.052905287593603134,0.5978803634643555,0.8888888955116272
18,eval,,0.040226805955171585,0.017785245552659035,0.17487621307373047,0.9479166865348816,0.953125,0.9375,0.0,0.9058524370193481,0.9056506156921387,0.8970521092414856,,,0.1876406967639923,0.2235412299633026,-0.08447886258363724,0.0808580070734024,0.10736531764268875,0.05170200765132904,0.03542091324925423,0.06802359968423843,0.047254372388124466,0.24925632774829865,0.2787151634693146,0.037449661642313004,0.0005874166381545365,0.0009938456350937486,-0.059569936245679855,0.011247103102505207,0.010587310418486595,-0.09318926185369492,0.0032624301966279745,0.0008865827112458646,0.033476755023002625,0.6942107677459717,0.8888888955116272
19,eval,,0.037208836525678635,0.014692668803036213,0.1723058670759201,0.9479166865348816,0.953125,0.9375,0.0,0.913521945476532,0.9221528768539429,0.8985505700111389,,,0.19790101051330566,0.2235412299633026,-0.002731266198679805,0.08079551160335541,0.10736531764268875,-0.05002501234412193,0.03496290743350983,0.06802359968423843,-0.0026201705913990736,0.2602267265319824,0.2787151634693146,0.07715477794408798,0.0004760354058817029,0.0009938456350937486,-0.03305480256676674,0.010491128079593182,0.010587310418486595,-0.05749579146504402,0.0035389745607972145,0.0008865827112458646,0.01921026222407818,0.7642109990119934,0.8888888955116272
20,eval,,0.037030287086963654,0.014363642781972885,0.17303012311458588,0.9479166865348816,0.953125,0.9375,0.0,0.9137031435966492,0.9241514205932617,0.9002056121826172,,,0.19592806696891785,0.2235412299633026,0.08080621063709259,0.08363620191812515,0.10736531764268875,-0.08849013596773148,0.03513431176543236,0.06802359968423843,-0.03341232240200043,0.25203487277030945,0.2787151634693146,0.03337786719202995,0.0005215933779254556,0.0009938456350937486,0.024906590580940247,0.010430592112243176,0.010587310418486595,0.03905081748962402,0.00327763962559402,0.0008865827112458646,-0.05696955695748329,0.7809547781944275,0.8888888955116272
21,eval,,0.03598523512482643,0.012904282659292221,0.174470916390419,0.9479166865348816,0.953125,0.9375,0.0,0.9160141348838806,0.9323923587799072,0.9018623232841492,,,0.18457870185375214,0.2235412299633026,0.038230475038290024,0.08709926903247833,0.10736531764268875,-0.056080471724271774,0.03554454445838928,0.06802359968423843,-0.0029614318627864122,0.23581406474113464,0.2787151634693146,-0.041527505964040756,0.0006567368400283158,0.0009938456350937486,0.056823283433914185,0.010796550661325455,0.010587310418486595,0.08791588991880417,0.0030214767903089523,0.0008865827112458646,-0.0905110165476799,0.7561763525009155,0.8888888955116272
