variant,target_shift,train_mse,eval_mse,continuous_mse,gripper_mse,gripper_sign_accuracy,gripper_open_accuracy,gripper_close_accuracy,gripper_transition_f1,action_trace_correlation,continuous_trace_correlation,gripper_trace_correlation,best_epoch,passed
timestep_embedding_mlp,-1,3.530797414441622e-07,3.530832657361316e-07,4.1193050037691137e-07,0.0,1.0,1.0,1.0,1.0,0.9999991655349731,0.9999979734420776,0.9999997615814209,128,True
dinov2_latent_mlp,-1,0.01951383613049984,0.01951383799314499,0.01582169532775879,0.0416666679084301,0.9895833134651184,0.984375,1.0,0.5,0.9555798172950745,0.918419361114502,0.9770082831382751,297,False
