target_shift,train_mse,eval_mse,continuous_mse,gripper_mse,gripper_sign_accuracy,gripper_open_accuracy,gripper_close_accuracy,gripper_transition_f1,action_trace_correlation,continuous_trace_correlation,gripper_trace_correlation,best_epoch,passed
-1,6.628200208069757e-05,6.628210394410416e-05,7.262115832418203e-05,2.8247799491509795e-05,1.0,1.0,1.0,1.0,0.9998544454574585,0.9996292591094971,0.9999929666519165,887,True
0,0.0001031135325320065,0.00010311337246093899,9.677201160229743e-05,0.0001411615521647036,1.0,1.0,1.0,1.0,0.9997729063034058,0.9995089173316956,0.9999362230300903,999,False
1,0.0001457594335079193,0.00014575946261174977,0.00013973268505651504,0.00018191993876826018,1.0,1.0,1.0,1.0,0.9996899962425232,0.999312162399292,0.999916672706604,838,False
2,0.0001678186672506854,0.0001678189728409052,0.00015858950791880488,0.00022319583513308316,1.0,1.0,1.0,1.0,0.9996248483657837,0.9991823434829712,0.9998771548271179,783,False
