epoch,split,total_loss,action_loss,action_loss_units,future_loss,future_latent_cosine_error,future_latent_mse,future_latent_cosine_error_by_horizon,future_latent_mse_by_horizon,action_mse_by_horizon,action_mse_by_dimension,spike_loss,action_mse,action_mse_units,steps,samples,parameter_count,trainable_parameter_count,lower_is_better
17,train_single_demo,0.04872557397,0.04872557397,raw_action_units,0.9999843041,0.9999843041,5.441559792,"[1.0178260803, 1.0099570751, 0.9840387702, 0.9881154895]","[5.4838747978, 5.4578871727, 5.409517765, 5.4149603844]","[0.0132309543, 0.0187931266, 0.0244822279, 0.0257899594]","[0.0091923457, 0.0106456419, 0.0188268386, 0.0020117825, 0.0013802351, 0.001521808, 0.1004398093]",0,0.04872557095,raw_action_units,2,96,769564,769564,true
17,eval_same_demo_teacher_forced,0.04670243214,0.04670243214,raw_action_units,1.00009052,1.00009052,5.444933256,"[1.0165038109, 1.0150251389, 0.9840505719, 0.9847824574]","[5.4839019775, 5.4714584351, 5.4128785133, 5.4114933014]","[0.0108664408, 0.0197468232, 0.0221964195, 0.0280853286]","[0.0064899288, 0.0073046642, 0.0229950752, 0.0013664924, 0.0009217188, 0.0024215269, 0.100066863]",0,0.04670243036,raw_action_units,2,96,769564,769564,true
18,train_single_demo,0.0463744849,0.0463744849,raw_action_units,1.000390569,1.000390569,5.445766926,"[1.0162440538, 1.0165404081, 0.9832956195, 0.9854821563]","[5.4836273193, 5.4743466377, 5.4122042656, 5.4128894806]","[0.0051285299, 0.0106053827, 0.018503515, 0.0221884865]","[0.0101717524, 0.009677493, 0.0119704092, 0.0012473428, 0.0009359797, 0.0011187722, 0.0636235923]",0,0.04637448277,raw_action_units,2,96,769564,769564,true
18,eval_same_demo_teacher_forced,0.04415893058,0.04415893058,raw_action_units,1.00212733,1.00212733,5.45023187,"[1.0171960592, 1.0225573778, 0.9791021347, 0.9896540046]","[5.4861130714, 5.4856591225, 5.4074349403, 5.4217190742]","[0.0114615494, 0.0202409532, 0.0219051633, 0.025345752]","[0.0077736932, 0.0090987645, 0.014931377, 0.0013014412, 0.0014065058, 0.0022542174, 0.101402469]",0,0.04415892845,raw_action_units,2,96,769564,769564,true
19,train_single_demo,0.04382156208,0.04382156208,raw_action_units,1.002164364,1.002164364,5.450503031,"[1.0179773569, 1.022315383, 0.9782364964, 0.9901280403]","[5.48772192, 5.4852027893, 5.4062027931, 5.4228835106]","[0.0052483729, 0.0097578252, 0.0102902828, 0.0125220753]","[0.0077126473, 0.010681686, 0.0110717565, 0.0008586484, 0.0013493253, 0.000946556, 0.0335618481]",0,0.04382155907,raw_action_units,2,96,769564,769564,true
19,eval_same_demo_teacher_forced,0.04148840904,0.04148840904,raw_action_units,1.002370596,1.002370596,5.453543345,"[1.0245610476, 1.0198239088, 0.9752489924, 0.9898484349]","[5.5024523735, 5.4827895164, 5.4034380913, 5.4254932404]","[0.0101729436, 0.0187534317, 0.0210536961, 0.0240832958]","[0.0070526781, 0.0083310641, 0.0113157267, 0.0010666271, 0.0015578208, 0.0009664809, 0.0993204787]",0,0.0414884062,raw_action_units,2,96,769564,769564,true
20,train_single_demo,0.04134737824,0.04134737824,raw_action_units,1.002244155,1.002244155,5.453855515,"[1.0257487297, 1.0189250708, 0.9750378728, 0.9892649651]","[5.505300045, 5.4815993309, 5.4034972191, 5.4250273705]","[0.0074297865, 0.0173337907, 0.023505738, 0.0275632981]","[0.0060594236, 0.0094804345, 0.0112888226, 0.0011810684, 0.0010430278, 0.0010765338, 0.1025777534]",0,0.04134737594,raw_action_units,2,96,769564,769564,true
20,eval_same_demo_teacher_forced,0.04013707116,0.04013707116,raw_action_units,1.001465917,1.001465917,5.454284668,"[1.0299720764, 1.0145283937, 0.9743599892, 0.9870033264]","[5.515745163, 5.4747085571, 5.4042015076, 5.4224829674]","[0.0091485875, 0.0169596802, 0.0198454391, 0.0234599933]","[0.0046797977, 0.0063454434, 0.0088705067, 0.0008291138, 0.0017974697, 0.0015629594, 0.0973886847]",0,0.04013706957,raw_action_units,2,96,769564,769564,true
21,train_single_demo,0.04006780684,0.04006780684,raw_action_units,1.001250943,1.001250943,5.453579585,"[1.0296741724, 1.0141396523, 0.9741306305, 0.9870594144]","[5.5150108337, 5.4734802246, 5.4037222862, 5.4221057892]","[0.0103021851, 0.0108656324, 0.0115673915, 0.0116275474]","[0.0060885861, 0.0073627476, 0.0081533641, 0.000829939, 0.0009650774, 0.0006578899, 0.0535772145]",0,0.04006780471,raw_action_units,2,96,769564,769564,true
21,eval_same_demo_teacher_forced,0.03764132286,0.03764132286,raw_action_units,1.00159208,1.00159208,5.454252879,"[1.0274972916, 1.0144740343, 0.9734241366, 0.9909726977]","[5.5118374825, 5.4732627869, 5.4031982422, 5.4287128448]","[0.0085078524, 0.0157306343, 0.0181930047, 0.0226574317]","[0.0044904784, 0.0063168067, 0.0050206184, 0.0006448558, 0.0014858536, 0.0010368921, 0.0949101076]",0,0.03764132091,raw_action_units,2,96,769564,769564,true
