label,n_timesteps,latent_dim,latent_var_mean,latent_var_min,latent_var_max,adjacent_cosine_sim_mean,adjacent_cosine_sim_std,nn_timestep_retrieval_accuracy,nn_action_retrieval_mse,latent_action_distance_correlation,pca_top5_concentration
dino_cls,103,384,0.0716552734375,0.003763009561225772,0.7613689303398132,0.9993592226037792,0.001404337644140891,0.8543689320388349,0.091666290042888,0.09855129308556577,0.9502489250776563
proprio_only_state,103,9,0.0028419215232133865,3.0019031328265555e-05,0.007614638656377792,0.9999790039716983,1.010807092296292e-05,1.0,0.017585547241095217,0.37716916852465154,0.9973554107335283
