mean_cos_sim_zero_vs_goal,mean_cos_sim_random_vs_goal,mean_cos_sim_true_vs_goal,mean_cos_sim_init_vs_goal,true_actions_better_than_zero,true_actions_better_than_random,n_samples,horizon,latent_dim,action_dim,variant,git_commit,git_dirty,dataset,trajectory_id,task_id,task_name
0.9947810351848603,0.9947610676288605,0.9954584097862244,0.9955853664875031,True,True,50,5,384,7,dino_cls,b99fbe7,True,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate_demo.hdf5:data/demo_0,0,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate
