epoch,split,total_loss,action_loss,action_loss_units,future_loss,future_latent_cosine_error,future_latent_mse,future_latent_cosine_error_by_horizon,future_latent_mse_by_horizon,action_mse_by_horizon,action_mse_by_dimension,spike_loss,action_mse,action_mse_units,steps,samples,parameter_count,trainable_parameter_count,lower_is_better
10,train,0.02114247807,0.02114247807,raw_action_units,1.000555851,1.000555851,5.407739275,"[1.0123480558, 1.0182647705, 1.0077207088, 0.9638903737]","[5.4255981445, 5.4330406189, 5.4225125313, 5.349799633]","[0.0103961797, 0.0178088732, 0.0248754751, 0.031411089]","[0.0116980569, 0.0069827009, 0.0122593446, 0.0005850882, 0.0011897002, 0.0006533936, 0.1144920588]",0,0.02114247809,raw_action_units,1315,42067,769564,769564,true
10,val,0.02040494869,0.02040494869,raw_action_units,1.009465066,1.009465067,5.447838695,"[1.0302259922, 1.024980545, 1.0056374073, 0.9770166278]","[5.4787006378, 5.4684028625, 5.4454975128, 5.3987541199]","[0.009566376, 0.0168229993, 0.0238260925, 0.0311107896]","[0.0090156049, 0.0071678581, 0.009141122, 0.0003990031, 0.0011329862, 0.0004972483, 0.1149671003]",0,0.02040494858,raw_action_units,190,6073,769564,769564,true
11,train,0.02080728669,0.02080728669,raw_action_units,0.9989589885,0.9989589885,5.408416633,"[1.0141881704, 1.0152982473, 1.007302165, 0.9590460062]","[5.431201458, 5.4315142632, 5.4257144928, 5.3452391624]","[0.0102863992, 0.0175763834, 0.0244579054, 0.0308111627]","[0.0115089985, 0.0068457327, 0.0118071912, 0.0005444381, 0.0011424269, 0.000614787, 0.1130171716]",0,0.02080728669,raw_action_units,1315,42067,769564,769564,true
11,val,0.02044183283,0.02044183283,raw_action_units,1.006785692,1.006785692,5.448429979,"[1.0277850628, 1.0161428452, 1.0016759634, 0.9815392494]","[5.4781813622, 5.4621319771, 5.4436392784, 5.409766674]","[0.0094465343, 0.0166062843, 0.0241244491, 0.031276349]","[0.0104237804, 0.0072269598, 0.0111170169, 0.0010227964, 0.0014574578, 0.0006217384, 0.1106741354]",0,0.02044183275,raw_action_units,190,6073,769564,769564,true
12,train,0.02068961942,0.02068961942,raw_action_units,0.996612882,0.996612882,5.408022624,"[1.0145595074, 1.0109137297, 1.003579855, 0.9573984742]","[5.4348034859, 5.4284749031, 5.4235272408, 5.3452854156]","[0.0102398936, 0.0174585562, 0.0242951103, 0.0307137575]","[0.0112328697, 0.0067960382, 0.0117076393, 0.0005254093, 0.0012256097, 0.0005779577, 0.112672314]",0,0.0206896194,raw_action_units,1315,42067,769564,769564,true
12,val,0.01947195551,0.01947195551,raw_action_units,1.003472015,1.003472015,5.449474318,"[1.028080225, 1.0136625767, 0.9928030372, 0.979342103]","[5.4849681854, 5.463889122, 5.4358940125, 5.4131498337]","[0.0090453988, 0.0158886425, 0.0228213742, 0.0298051313]","[0.0086240787, 0.0067795198, 0.0101735909, 0.000413158, 0.0013960686, 0.0005272733, 0.1078172401]",0,0.01947195546,raw_action_units,190,6073,769564,769564,true
13,train,0.02038932082,0.02038932082,raw_action_units,0.9954205362,0.9954205362,5.409581383,"[1.0150543451, 1.0100464821, 1.0007120371, 0.955869019]","[5.4394946098, 5.430457592, 5.4228858948, 5.3454899788]","[0.010094123, 0.017236378, 0.0239219386, 0.0301941447]","[0.0111466357, 0.0066657509, 0.0117619336, 0.000464224, 0.0010985588, 0.0005610443, 0.1108333319]",0,0.02038932083,raw_action_units,1315,42067,769564,769564,true
13,val,0.01973351878,0.01973351878,raw_action_units,1.011510519,1.011510519,5.477009749,"[1.0374337435, 1.0257351398, 1.0025742054, 0.9802992344]","[5.5184717178, 5.4984698296, 5.464468956, 5.426627636]","[0.0098177427, 0.0162441656, 0.0226897858, 0.029808091]","[0.0092562698, 0.0076744528, 0.0130274408, 0.0003712698, 0.0010457505, 0.0004788786, 0.1056255847]",0,0.01973351869,raw_action_units,190,6073,769564,769564,true
14,train,0.02024014618,0.02024014618,raw_action_units,0.9945792804,0.9945792804,5.413176205,"[1.014393568, 1.0102185011, 0.9984626174, 0.9552443624]","[5.4434270859, 5.4362206459, 5.4249572754, 5.3480963707]","[0.0100503108, 0.0170587767, 0.0237875246, 0.0299725048]","[0.0110729393, 0.0065976572, 0.0114367027, 0.000451389, 0.0011610488, 0.0005510139, 0.1102502346]",0,0.02024014616,raw_action_units,1315,42067,769564,769564,true
14,val,0.02060299429,0.02060299429,raw_action_units,1.006089655,1.006089654,5.465427112,"[1.0339570045, 1.0239845514, 0.9873182774, 0.9790986776]","[5.5091562271, 5.491625309, 5.4378609657, 5.4230670929]","[0.0100567034, 0.0167965181, 0.0239415243, 0.0313098133]","[0.0091204401, 0.0089372657, 0.0115986094, 0.0003457442, 0.0012665567, 0.0006000975, 0.1118142754]",0,0.02060299426,raw_action_units,190,6073,769564,769564,true
15,train,0.02016572808,0.02016572808,raw_action_units,0.9950175697,0.9950175697,5.417391524,"[1.0152431726, 1.0109863281, 0.9958481193, 0.9579924345]","[5.4486765862, 5.4408450127, 5.4240841866, 5.3559565544]","[0.0100531634, 0.0170953907, 0.0236829203, 0.0297873002]","[0.0108698178, 0.0066588763, 0.0115238307, 0.0004442272, 0.0010856686, 0.0005532113, 0.1099471524]",0,0.02016572808,raw_action_units,1315,42067,769564,769564,true
15,val,0.02243928731,0.02243928731,raw_action_units,1.004388704,1.004388704,5.471653366,"[1.0303537846, 1.0254609585, 0.989230454, 0.9725092053]","[5.5168561935, 5.5036773682, 5.4477629662, 5.4183192253]","[0.0095657958, 0.0175958201, 0.0269369185, 0.0353432894]","[0.0108162453, 0.0069995956, 0.0099931238, 0.0003801096, 0.0011496514, 0.0005019016, 0.1266825795]",0,0.02243928735,raw_action_units,190,6073,769564,769564,true
16,train,0.0198430085,0.0198430085,raw_action_units,0.9949774052,0.9949774052,5.419886605,"[1.0151312351, 1.0132654905, 0.9939607382, 0.9575537443]","[5.4514241219, 5.4476943016, 5.4237632751, 5.3566637039]","[0.0098809265, 0.0168009102, 0.0232309178, 0.0293954872]","[0.0107192006, 0.0065161483, 0.0114441775, 0.0004332146, 0.0010509772, 0.0005439598, 0.1080816984]",0,0.01984300851,raw_action_units,1315,42067,769564,769564,true
16,val,0.01952422376,0.01952422376,raw_action_units,1.00564794,1.00564794,5.469080173,"[1.029779315, 1.0176614523, 0.9930741787, 0.9820771217]","[5.5087890625, 5.4846153259, 5.451479435, 5.431435585]","[0.009432896, 0.0161232427, 0.0229768325, 0.0292212497]","[0.0109908292, 0.0078048646, 0.0084884129, 0.0005664398, 0.0011311022, 0.0006019764, 0.1064862609]",0,0.01952422377,raw_action_units,190,6073,769564,769564,true
17,train,0.01984986864,0.01984986864,raw_action_units,0.9953916787,0.9953916787,5.423240679,"[1.0145406723, 1.0138260126, 0.9935087562, 0.9596909881]","[5.4535155296, 5.4512758255, 5.4255805016, 5.3625922203]","[0.0098934006, 0.0167609546, 0.0232476108, 0.0294283219]","[0.010840496, 0.0064988192, 0.0112447152, 0.0004305865, 0.0010473864, 0.0005477165, 0.1082183495]",0,0.0198498686,raw_action_units,1315,42067,769564,769564,true
17,val,0.01926160965,0.01926160965,raw_action_units,1.003187213,1.003187213,5.469833658,"[1.0310035944, 1.0184806585, 0.9894430041, 0.9738214612]","[5.5152306557, 5.4929890633, 5.4505639076, 5.4205517769]","[0.0090977577, 0.0158256572, 0.0225772373, 0.029259555]","[0.008751302, 0.0072420314, 0.0078184856, 0.0003603944, 0.001113297, 0.0004639585, 0.1085809097]",0,0.01926160966,raw_action_units,190,6073,769564,769564,true
18,train,0.0195987656,0.0195987656,raw_action_units,0.9947320674,0.9947320674,5.424139221,"[1.0143319368, 1.0152686834, 0.9911007881, 0.9582266808]","[5.4562082291, 5.4556832314, 5.4231543541, 5.3615159988]","[0.0097591309, 0.0165618565, 0.0229764022, 0.0290246457]","[0.0105549684, 0.0064719929, 0.0112284143, 0.000425347, 0.00101156, 0.0005350634, 0.1068362296]",0,0.01959876563,raw_action_units,1315,42067,769564,769564,true
18,val,0.02042725235,0.02042725235,raw_action_units,1.002327596,1.002327596,5.464850486,"[1.0357807875, 1.0102287531, 0.9870591164, 0.9762418866]","[5.5184288025, 5.4766120911, 5.4413108826, 5.4230494499]","[0.0096757291, 0.0170716383, 0.0236796308, 0.0309184995]","[0.0087406179, 0.0072162421, 0.013676513, 0.0003769253, 0.0012917578, 0.0004351755, 0.1106173992]",0,0.02042725229,raw_action_units,190,6073,769564,769564,true
19,train,0.01954265789,0.01954265789,raw_action_units,0.9944970069,0.9944970068,5.424572547,"[1.0138400793, 1.0147064924, 0.9904788136, 0.9589611292]","[5.4563660622, 5.4562644958, 5.4221773148, 5.36348629]","[0.0097872978, 0.0165222511, 0.0228860825, 0.0289001111]","[0.010599413, 0.0064444887, 0.0110846376, 0.0004273143, 0.0010267906, 0.0005267881, 0.1065580919]",0,0.01954265788,raw_action_units,1315,42067,769564,769564,true
19,val,0.01901167567,0.01901167567,raw_action_units,0.9996258568,0.9996258569,5.467071144,"[1.0261803865, 1.0180031061, 0.9837813973, 0.9705390334]","[5.5093531609, 5.4952511787, 5.4456744194, 5.4180059433]","[0.0088965502, 0.015537804, 0.0223009903, 0.0289732851]","[0.0089109344, 0.0062805396, 0.008292323, 0.0003566552, 0.0008741818, 0.0004327311, 0.10734272]",0,0.01901167565,raw_action_units,190,6073,769564,769564,true
20,train,0.01926537927,0.01926537927,raw_action_units,0.9954119698,0.9954119698,5.429322224,"[1.0144400597, 1.0159460306, 0.9898810983, 0.9613782167]","[5.4609837532, 5.4618735313, 5.4249825478, 5.3694572449]","[0.009627305, 0.0162844956, 0.0226082262, 0.0284719616]","[0.0105077, 0.0063168509, 0.0109403087, 0.0004020476, 0.0010253404, 0.0005162416, 0.1050275043]",0,0.01926537925,raw_action_units,1315,42067,769564,769564,true
20,val,0.01841307318,0.01841307318,raw_action_units,1.003726423,1.003726423,5.471436987,"[1.0321623087, 1.0204995871, 0.9833083153, 0.9789354801]","[5.5172920227, 5.4967393875, 5.4421901703, 5.4295248985]","[0.0084472839, 0.0150636518, 0.021571584, 0.0282511096]","[0.0093277497, 0.006803765, 0.0089810332, 0.0002686581, 0.0013616057, 0.0005662323, 0.101024814]",0,0.01841307318,raw_action_units,190,6073,769564,769564,true
