epoch,split,action_mse,action_loss,continuous_mse,gripper_mse,mse_h0,mse_h1,mse_h2,mse_h3
0,train,0.3482682477860224,0.3482682406902313,,,0.12270241230726242,0.08202177286148071,0.08699937909841537,0.08711239695549011
0,val,0.23989244869777135,0.2398924579222997,0.11683211009949446,0.978254497051239,0.07170502841472626,0.04392555356025696,0.06436579674482346,0.05829519405961037
1,train,0.22970450492132277,0.2297045091787974,,,0.07296733558177948,0.0768505409359932,0.08101338893175125,0.08444959670305252
1,val,0.20220097473689488,0.20220097402731577,0.09505676742022236,0.8450660705566406,0.042306650429964066,0.05096105858683586,0.04849936440587044,0.056938763707876205
2,train,0.1992815789722261,0.199281578262647,,,0.06813900917768478,0.06394604593515396,0.06296767294406891,0.06934451311826706
2,val,0.17882852611087618,0.1788285324970881,0.07915410671072702,0.7768750190734863,0.033321723341941833,0.038239818066358566,0.050204019993543625,0.05570926144719124
3,train,0.176788676352728,0.1767886777718862,,,0.05214230343699455,0.06310264021158218,0.0646192729473114,0.06200322508811951
3,val,0.16878084341684976,0.1687808409333229,0.07576192372168104,0.7268943190574646,0.0370313785970211,0.03178625926375389,0.04865347966551781,0.036277953535318375
4,train,0.1656629414785476,0.165662944316864,,,0.04766014590859413,0.04933425411581993,0.04854203760623932,0.054395437240600586
4,val,0.1509102980295817,0.15091030051310858,0.06738782937948902,0.6520451903343201,0.031699392944574356,0.03609583154320717,0.03696587309241295,0.0373702198266983
5,train,0.1499305906749907,0.14993058641751608,,,0.042526062577962875,0.05137336254119873,0.05064835771918297,0.050087008625268936
5,val,0.13435426780155726,0.13435426354408264,0.06468752802660067,0.5523546934127808,0.02665850520133972,0.03210398927330971,0.03572569042444229,0.0458352155983448
6,train,0.1311871778397333,0.1311871831615766,,,0.03329078480601311,0.044917091727256775,0.041868630796670914,0.04791116341948509
6,val,0.1120923360188802,0.11209233850240707,0.05709026986733079,0.4421047270298004,0.021991247311234474,0.0270287673920393,0.031110739335417747,0.038150496780872345
7,train,0.10959227879842122,0.10959227631489436,,,0.02531730942428112,0.040426600724458694,0.04392000660300255,0.04451018571853638
7,val,0.09365260033380418,0.09365260104338329,0.05546072761838635,0.3228038251399994,0.0209291260689497,0.02388017624616623,0.03404296562075615,0.036718569695949554
8,train,0.09202004330498832,0.09202004472414653,,,0.019701329991221428,0.026613717898726463,0.027007637545466423,0.03379862383008003
8,val,0.08026480674743652,0.08026480674743652,0.05178362658868233,0.2511518895626068,0.02267070859670639,0.02639605849981308,0.035323213785886765,0.04061819240450859
9,train,0.07929146857488722,0.07929146786530812,,,0.022341810166835785,0.02679608203470707,0.02979361079633236,0.029870813712477684
9,val,0.07586793388639178,0.07586793104807536,0.046234054025262594,0.25367122888565063,0.025667594745755196,0.027152037248015404,0.03509431332349777,0.042855922132730484
10,train,0.07458129099437169,0.07458129028479259,,,0.012427295558154583,0.024110468104481697,0.032972630113363266,0.03650734946131706
10,val,0.06800130719230288,0.06800130506356557,0.03729700312639276,0.25222715735435486,0.023892732337117195,0.024550223723053932,0.031604181975126266,0.036111392080783844
11,train,0.06847363994235084,0.0684736395875613,,,0.013411602936685085,0.017467845231294632,0.02857755869626999,0.030343487858772278
11,val,0.06262614897319249,0.06262614826361339,0.03367594171625873,0.2363273948431015,0.019425036385655403,0.022549672052264214,0.03265267238020897,0.03406292945146561
12,train,0.06164044141769409,0.06164044265945753,,,0.013259131461381912,0.0131053626537323,0.020514480769634247,0.020664246752858162
12,val,0.05988648108073643,0.059886480371157326,0.030683496966958046,0.23510438203811646,0.015678515657782555,0.022317254915833473,0.028270423412322998,0.03488995507359505
13,train,0.059468978927249,0.05946897715330124,,,0.014275901019573212,0.013304531574249268,0.015911772847175598,0.023946478962898254
13,val,0.05662494046347482,0.056624941527843475,0.028216798091307282,0.2270738035440445,0.014916173182427883,0.02029215358197689,0.02634413354098797,0.030218131840229034
14,train,0.05636469381196158,0.056364692747592926,,,0.014835807494819164,0.01805884577333927,0.020530622452497482,0.024577153846621513
14,val,0.05377280995959327,0.05377280960480372,0.026255294835815828,0.218877911567688,0.014903985895216465,0.02186855673789978,0.02552548237144947,0.028199387714266777
15,train,0.05361623423440116,0.0536162331700325,,,0.008021474815905094,0.012796354480087757,0.022851519286632538,0.026809504255652428
15,val,0.04988857252257211,0.049888573586940765,0.023639805304507416,0.2073812037706375,0.014160013757646084,0.0207060594111681,0.024457139894366264,0.027547402307391167
16,train,0.05061405897140503,0.05061405897140503,,,0.014539373107254505,0.01960599608719349,0.019327305257320404,0.02715771459043026
16,val,0.047099482445489796,0.047099482268095016,0.021602157425756257,0.20008344948291779,0.0129706971347332,0.01746474578976631,0.025238974019885063,0.02886883169412613
17,train,0.04686619838078817,0.046866197139024734,,,0.009147786535322666,0.01669430546462536,0.019628647714853287,0.019858164712786674
17,val,0.04377794407662891,0.04377794389923414,0.018742362153716385,0.19399142265319824,0.011621321551501751,0.016192974522709846,0.024045661091804504,0.025390492752194405
18,train,0.0444847842057546,0.04448478544751803,,,0.013082300312817097,0.013393302448093891,0.02040814235806465,0.019574081525206566
18,val,0.04112318441981361,0.04112318530678749,0.01596321297499041,0.19208304584026337,0.010224499739706516,0.015421136282384396,0.02231629006564617,0.024246690794825554
19,train,0.040762036329224,0.040762035797039665,,,0.0055282264947891235,0.006543159019201994,0.014319553971290588,0.0174561720341444
19,val,0.039673982631592525,0.03967398156722387,0.014696406239333252,0.18953944742679596,0.01027785986661911,0.016276290640234947,0.020839765667915344,0.022647766396403313
20,train,0.039591612560408454,0.039591612915198006,,,0.006038262974470854,0.009985032491385937,0.011430654674768448,0.01537855714559555
20,val,0.03760619958241781,0.03760619834065437,0.01350719555436323,0.18220020830631256,0.0098907221108675,0.014668404124677181,0.01974697969853878,0.022752871736884117
21,train,0.03730905055999756,0.03730905055999756,,,0.007265447173267603,0.007062181364744902,0.010656136088073254,0.014500544406473637
21,val,0.03752570634796506,0.03752570599317551,0.012697266996838152,0.1864963322877884,0.010054447688162327,0.015108004212379456,0.019604777917265892,0.022647438570857048
22,train,0.03821011668159848,0.038210117568572365,,,0.013667645864188671,0.013404253870248795,0.014564845710992813,0.014779527671635151
22,val,0.03615822252773103,0.03615822270512581,0.012435678703089556,0.17849349975585938,0.010443203151226044,0.015148668549954891,0.0193538386374712,0.02086414396762848
23,train,0.036811078588167824,0.036811079209049545,,,0.007607331033796072,0.006513787433505058,0.008256033062934875,0.012692868709564209
23,val,0.03653333726383391,0.03653333708643913,0.011717345371531943,0.18542927503585815,0.010510384105145931,0.014645454473793507,0.018931590020656586,0.019845815375447273
24,train,0.037335661195573355,0.03733566155036291,,,0.010769695043563843,0.01109438855201006,0.015557336620986462,0.016684746369719505
24,val,0.03417743955339704,0.034177438666423164,0.010918016118618349,0.17373399436473846,0.010016868822276592,0.013673301786184311,0.01806529425084591,0.021179698407649994
25,train,0.03434770802656809,0.034347708647449814,,,0.0049628885462880135,0.005001730751246214,0.009614123031497002,0.014692873694002628
25,val,0.03302656752722604,0.03302656734983126,0.010187590261921287,0.1700604408979416,0.009083951823413372,0.01368518453091383,0.017448298633098602,0.02026040479540825
26,train,0.033450632577850706,0.03345063328742981,,,0.008716271258890629,0.010120744816958904,0.011653494089841843,0.015928300097584724
26,val,0.03349488547870091,0.033494884769121804,0.010940251697320491,0.16882270574569702,0.008665584027767181,0.01368324737995863,0.017613498494029045,0.019442440941929817
27,train,0.03299666444460551,0.03299666444460551,,,0.005710150580853224,0.012482520192861557,0.019932160153985023,0.020097170025110245
27,val,0.03206486645199004,0.03206486627459526,0.009240119407574335,0.1690133661031723,0.00949107389897108,0.012998216785490513,0.01731422357261181,0.019372135400772095
28,train,0.03237697056361607,0.032376969854036965,,,0.00824834406375885,0.014127249829471111,0.01484950352460146,0.016795240342617035
28,val,0.030658333074478877,0.030658333251873653,0.008248512904780606,0.1651172637939453,0.008874143473803997,0.012734743766486645,0.01633947528898716,0.01849769987165928
29,train,0.031277262029193696,0.03127726291616758,,,0.00988390389829874,0.011885271407663822,0.012678985483944416,0.014853562228381634
29,val,0.030916331779389156,0.03091633195678393,0.008476717475180825,0.165554016828537,0.008535095490515232,0.012565799988806248,0.015884725376963615,0.01784329302608967
30,train,0.030579447746276855,0.030579447746276855,,,0.008595697581768036,0.010909500531852245,0.011830399744212627,0.014336190186440945
30,val,0.03044189583687555,0.030441895127296448,0.008375147687426457,0.16284240782260895,0.008753908798098564,0.012674729339778423,0.01571880653500557,0.017939576879143715
31,train,0.030532724800563994,0.030532723913590114,,,0.008463685400784016,0.010828085243701935,0.014821724034845829,0.01454238872975111
31,val,0.03001127072743007,0.030011271437009174,0.00733884668443352,0.16604579985141754,0.007861112244427204,0.012280243448913097,0.016444267705082893,0.0199540127068758
32,train,0.030604033243088496,0.030604032799601555,,,0.005595442373305559,0.006344373803585768,0.008896475657820702,0.01076947245746851
32,val,0.02867389718691508,0.02867389718691508,0.006782778034297128,0.1600206196308136,0.007635630667209625,0.011975896544754505,0.016279928386211395,0.018264910206198692
33,train,0.02881934955006554,0.028819349283973377,,,0.0036386253777891397,0.004286565817892551,0.010517182759940624,0.012884572148323059
33,val,0.029980978795460293,0.029980978618065517,0.006931702121316145,0.16827665269374847,0.007920571602880955,0.012265910394489765,0.015290308743715286,0.017083995044231415
34,train,0.029502942448570615,0.029502941916386288,,,0.00810790155082941,0.01463214959949255,0.014282957650721073,0.014001385308802128
34,val,0.028384826013020108,0.028384825835625332,0.006779117121671637,0.1580190807580948,0.007335177157074213,0.01244847197085619,0.015650436282157898,0.017773715779185295
35,train,0.02813163967359634,0.028131640205780666,,,0.012692966498434544,0.012308093719184399,0.01786191016435623,0.01659209653735161
35,val,0.027401251452309743,0.027401252339283626,0.00621235560781012,0.15453463792800903,0.00726323202252388,0.011700564064085484,0.015152321197092533,0.01700127311050892
36,train,0.02749093586490268,0.027490935598810513,,,0.005939999129623175,0.0060099768452346325,0.007363819982856512,0.010134685784578323
36,val,0.026912331581115723,0.026912331581115723,0.005679912438305716,0.15430684387683868,0.007239092141389847,0.011885177344083786,0.014662288129329681,0.016345005482435226
37,train,0.02691841267404102,0.026918412496646244,,,0.0063933501951396465,0.012761279009282589,0.01317830290645361,0.01481691375374794
37,val,0.02643224455061413,0.026432244728008907,0.005703184967084478,0.15080660581588745,0.006944722030311823,0.011698083020746708,0.014993764460086823,0.01677904650568962
38,train,0.027266359045391993,0.02726635957757632,,,0.009340377524495125,0.014385945163667202,0.018812784925103188,0.019483929499983788
38,val,0.0261514839671907,0.02615148325761159,0.005503304787756254,0.15004055202007294,0.007120443042367697,0.011599880643188953,0.014782947488129139,0.0166303850710392
39,train,0.02632785446587063,0.02632785526414712,,,0.002456286456435919,0.0034129524137824774,0.004412386100739241,0.0055516683496534824
39,val,0.026391313189551943,0.02639131247997284,0.005283285572659224,0.15303947031497955,0.007227939087897539,0.011748927645385265,0.014601454138755798,0.016401562839746475
40,train,0.026620270950453623,0.026620270684361458,,,0.009200027212500572,0.00841920543462038,0.00908989179879427,0.010557151399552822
40,val,0.025294390462693713,0.025294389575719833,0.00474464562527525,0.14859284460544586,0.006782662123441696,0.011647320352494717,0.014743871055543423,0.016698060557246208
41,train,0.025324419495605287,0.025324418830374878,,,0.002968139247968793,0.003215051954612136,0.0040915110148489475,0.00679176626726985
41,val,0.025017893030529932,0.02501789356271426,0.004949572961777449,0.14542780816555023,0.006979754660278559,0.011268340982496738,0.01431745570152998,0.016323452815413475
42,train,0.02492260400738035,0.024922604051729042,,,0.002517770044505596,0.004862783942371607,0.00519137317314744,0.005219724494963884
42,val,0.02472715008826483,0.0247271495560805,0.0049477531186615424,0.1434035301208496,0.006790193263441324,0.011057496070861816,0.014108984731137753,0.015885865315794945
43,train,0.02463973384527933,0.024639733446141083,,,0.003436003578826785,0.003609806066378951,0.0046460130251944065,0.007983551360666752
43,val,0.024113487629663376,0.0241134874522686,0.00431508946348913,0.1429038792848587,0.006541152019053698,0.011237744241952896,0.014191389083862305,0.01585461013019085
44,train,0.02431362938313257,0.0243136299153169,,,0.01050123292952776,0.009994621388614178,0.01377736683934927,0.013829126954078674
44,val,0.023830936778159367,0.02383093660076459,0.004120948045359303,0.14209085702896118,0.00651741586625576,0.01086114440113306,0.01381085067987442,0.01555605884641409
45,train,0.024228765141396297,0.024228764697909355,,,0.010930360294878483,0.016582734882831573,0.020890837535262108,0.020226364955306053
45,val,0.023769619919004895,0.023769619564215343,0.004276785126421601,0.14072664082050323,0.006363773252815008,0.010973584838211536,0.013467159122228622,0.015263239853084087
46,train,0.024317092838741484,0.02431709257264932,,,0.007369175087660551,0.007795986253768206,0.008199396543204784,0.012058679014444351
46,val,0.023523203673816863,0.023523202786842983,0.004265100423557063,0.13907180726528168,0.006651895120739937,0.010815586894750595,0.013633557595312595,0.014940108172595501
47,train,0.02346800054822649,0.02346800019343694,,,0.006072914693504572,0.009797408245503902,0.01220580656081438,0.01066948939114809
47,val,0.023270273492449804,0.023270272960265476,0.0038386195180161544,0.13986019790172577,0.006453059613704681,0.010582529939711094,0.013388118706643581,0.014966052025556564
48,train,0.02357329357238043,0.023573293661077816,,,0.00785024557262659,0.007918275892734528,0.009629287756979465,0.011124004609882832
48,val,0.022689632716633025,0.022689633071422577,0.003730963090977942,0.1364416480064392,0.006330912467092276,0.010619203560054302,0.01317686215043068,0.014791104942560196
49,train,0.022931497721444993,0.022931497544050217,,,0.00982582289725542,0.011458885855972767,0.011314702220261097,0.010786671191453934
49,val,0.022513343464760555,0.02251334364215533,0.003645819058874622,0.1357184797525406,0.006338667590171099,0.01042985636740923,0.013512310571968555,0.014990586787462234
50,train,0.022417889464469182,0.022417889287074406,,,0.010050051845610142,0.009762843139469624,0.012311834841966629,0.01356984581798315
50,val,0.02248839537302653,0.02248839537302653,0.0035529805172700435,0.1361008882522583,0.0062796869315207005,0.01059411559253931,0.013377302326261997,0.014785428531467915
51,train,0.022403084806033542,0.022403084983428318,,,0.004482945427298546,0.004019534680992365,0.007314962800592184,0.006909747142344713
51,val,0.021905788353511264,0.02190578853090604,0.003336549833572159,0.13332121074199677,0.006203638389706612,0.010322592221200466,0.01269348431378603,0.014307430945336819
52,train,0.022056470314661663,0.02205647062510252,,,0.0031497066374868155,0.004046578425914049,0.0059820786118507385,0.007674238178879023
52,val,0.02170902348700024,0.021709023664395016,0.0034245074493810534,0.13141612708568573,0.006116719916462898,0.010184436105191708,0.012664999812841415,0.013990144245326519
53,train,0.021698663632074993,0.021698663011193275,,,0.00729133328422904,0.007181985303759575,0.009124062024056911,0.009347592480480671
53,val,0.021297437804085866,0.021297437449296314,0.0031454412383027375,0.13020941615104675,0.0060653649270534515,0.010099690407514572,0.012574918568134308,0.014002710580825806
54,train,0.021511858417874292,0.02151185895005862,,,0.00966764334589243,0.008801066316664219,0.00999367330223322,0.009444809518754482
54,val,0.02145313507034665,0.0214531347155571,0.003294254255403454,0.13040639460086823,0.005999309476464987,0.010291536338627338,0.01313623134046793,0.014651342295110226
55,train,0.022054900725682575,0.02205490010480086,,,0.007522290572524071,0.008255568332970142,0.010051668621599674,0.012959353625774384
55,val,0.02092140487262181,0.020921405404806137,0.0031320290290750563,0.1276576668024063,0.006143616512417793,0.009954936802387238,0.01235335785895586,0.013539030216634274
56,train,0.0212770870753697,0.021277086809277534,,,0.009267265908420086,0.008594685234129429,0.010634376667439938,0.010399694554507732
56,val,0.021054172090121677,0.021054172267516453,0.003141412385351335,0.12853072583675385,0.00602208124473691,0.009994461201131344,0.012240130454301834,0.013460740447044373
57,train,0.02090374202955337,0.020903742251296837,,,0.0026760639157146215,0.003198084654286504,0.005177738610655069,0.005250593181699514
57,val,0.02181421291260492,0.02181421344478925,0.003134746385815864,0.1338910162448883,0.006728192791342735,0.010227683000266552,0.012488976120948792,0.01383126899600029
58,train,0.021464726754597256,0.021464727198084194,,,0.00851897057145834,0.011616959236562252,0.010372240096330643,0.0096219377592206
58,val,0.020694418322472347,0.020694418499867123,0.00325563972000964,0.12532709538936615,0.00588585389778018,0.00987001322209835,0.012184522114694118,0.013309118337929249
59,train,0.020722220341364544,0.0207222206518054,,,0.0019640761893242598,0.0021522464230656624,0.0032693890389055014,0.006072960793972015
59,val,0.020020377068292527,0.02002037689089775,0.0031227460713125765,0.12140616029500961,0.005875907838344574,0.009805364534258842,0.011960525065660477,0.013051323592662811
60,train,0.01997568919545128,0.01997568892935912,,,0.005079430993646383,0.00932017806917429,0.011136812157928944,0.012115306220948696
