epoch,split,action_mse,continuous_loss,gripper_loss,total_loss
0,train,0.0,0.0,0.0,0.0
0,val,0.27183220500037786,0.056572290137410164,0.5754266977310181,0.6319989878684282
1,train,0.0,0.0,0.0,0.0
1,val,0.2175391742161342,0.04570595268160105,0.5709908157587051,0.6166967684403062
2,train,0.0,0.0,0.0,0.0
2,val,0.19301260936827885,0.046804191544651985,0.5758884847164154,0.6226926762610674
3,train,0.0,0.0,0.0,0.0
3,val,0.18622451452981859,0.04014946147799492,0.5332102477550507,0.5733597092330456
4,train,0.0,0.0,0.0,0.0
4,val,0.19272948162896292,0.03998471982777119,0.4988890290260315,0.5388737488538027
5,train,0.0,0.0,0.0,0.0
5,val,0.1871133872440883,0.038443172350525856,0.4614546298980713,0.49989780224859715
6,train,0.0,0.0,0.0,0.0
6,val,0.16848833788008916,0.03379168268293142,0.4120995104312897,0.4458911931142211
7,train,0.0,0.0,0.0,0.0
7,val,0.1460311696642921,0.03388899005949497,0.35626818239688873,0.3901571724563837
8,train,0.0,0.0,0.0,0.0
8,val,0.18399585428692045,0.03792818449437618,0.3082825243473053,0.3462107088416815
9,train,0.0,0.0,0.0,0.0
9,val,0.38480130831400555,0.037867991253733635,0.256215438246727,0.2940834295004606
10,train,0.0,0.0,0.0,0.0
10,val,0.8114783650352841,0.033431803807616234,0.24408189952373505,0.2775137033313513
11,train,0.0,0.0,0.0,0.0
11,val,1.3752973193214053,0.029807928018271923,0.25480297207832336,0.2846109000965953
12,train,0.0,0.0,0.0,0.0
12,val,1.9455831618536086,0.032695868983864784,0.2667703181505203,0.2994661871343851
13,train,0.0,0.0,0.0,0.0
13,val,2.208800270443871,0.029606389813125134,0.266669400036335,0.2962757898494601
14,train,0.0,0.0,0.0,0.0
14,val,2.0703365689232234,0.02531617134809494,0.25287051498889923,0.27818668633699417
15,train,0.0,0.0,0.0,0.0
15,val,1.7853692372639973,0.024208584800362587,0.23568319529294968,0.25989178009331226
16,train,0.0,0.0,0.0,0.0
16,val,1.5051490692865281,0.021595369093120098,0.2217106968164444,0.2433060659095645
17,train,0.0,0.0,0.0,0.0
17,val,1.1971566790626162,0.021450580097734928,0.21108487248420715,0.23253545258194208
18,train,0.0,0.0,0.0,0.0
18,val,0.9526291574750628,0.02083395328372717,0.2041890248656273,0.22502297814935446
19,train,0.0,0.0,0.0,0.0
19,val,0.8503256525312152,0.019787036813795567,0.19938763976097107,0.21917467657476664
20,train,0.0,0.0,0.0,0.0
20,val,0.8529358137221563,0.02084444183856249,0.19415296614170074,0.21499740798026323
21,train,0.0,0.0,0.0,0.0
21,val,0.8780012584867931,0.02127682976424694,0.1893664374947548,0.21064326725900173
22,train,0.0,0.0,0.0,0.0
22,val,0.9203841118585496,0.019706767052412033,0.1849367767572403,0.20464354380965233
23,train,0.0,0.0,0.0,0.0
23,val,1.0018102327982585,0.018198883160948753,0.18127412348985672,0.19947300665080547
24,train,0.0,0.0,0.0,0.0
24,val,1.0662256876627605,0.017338700592517853,0.17695866525173187,0.19429736584424973
25,train,0.0,0.0,0.0,0.0
25,val,1.1255323319208055,0.01689636893570423,0.17256729304790497,0.1894636619836092
26,train,0.0,0.0,0.0,0.0
