time_index,mse,continuous_mse,gripper_mse
3,0.0015369445318356156,0.0016855130670592189,0.0006455329712480307
4,0.0009151656413450837,0.0005339951603673398,0.0032021887600421906
5,0.0010556356282904744,0.000438189716078341,0.004760311916470528
6,0.0007627942250110209,0.00032287949579767883,0.0034022824838757515
7,0.0011051042238250375,0.0006298093940131366,0.003956872038543224
8,0.0012968432856723666,0.0006942537147551775,0.004912380129098892
9,0.0013104358222335577,0.0007613254711031914,0.004605097696185112
10,0.0012389026815071702,0.000773576321080327,0.004030860960483551
11,0.0012920770095661283,0.0008060200489126146,0.004208419471979141
12,0.0013172337785363197,0.0009870145004242659,0.0032985489815473557
13,0.0008562286966480315,0.0008474236237816513,0.0009090590756386518
14,0.001051109516993165,0.0007418044842779636,0.002906940644606948
15,0.002166206482797861,0.0006811937200836837,0.01107628270983696
16,0.0019461327465251088,0.0006324992282316089,0.009827936068177223
17,0.0010220628464594483,0.0008339051273651421,0.002151008928194642
18,0.0007624895661137998,0.0006715427152812481,0.0013081704964861274
19,0.0014825889375060797,0.0013180061941966414,0.0024700858630239964
20,0.0015020534629002213,0.0005470590549521148,0.007232021540403366
21,0.0016484686639159918,0.000581836502533406,0.008048261515796185
22,0.000926937791518867,0.0005831451271660626,0.0029896937776356936
23,0.002212223131209612,0.0009537612204439938,0.009762994945049286
24,0.002313975477591157,0.0011295260628685355,0.009420672431588173
25,0.0025985571555793285,0.0013719677226617932,0.009958095848560333
26,0.003996402956545353,0.0016035749576985836,0.01835336908698082
27,0.007545301225036383,0.0013973494060337543,0.04443301633000374
28,0.00648674089461565,0.0007321450975723565,0.04101431742310524
29,0.0023430061992257833,0.0010043536312878132,0.010374922305345535
30,0.010739547200500965,0.0013612480834126472,0.0670093297958374
31,0.05170377343893051,0.0015320774400606751,0.3527339696884155
32,0.04040348902344704,0.0012813787907361984,0.27513614296913147
33,0.037722911685705185,0.0004995134077034891,0.26106327772140503
34,0.026255924254655838,0.0008165789768099785,0.17889201641082764
35,0.0021142722107470036,0.0007248068577609956,0.010451063513755798
36,0.003006516257300973,0.0005940819974057376,0.01748112216591835
37,0.0019034792203456163,0.00046352125355042517,0.010543226264417171
38,0.0006666155532002449,0.0003619732160586864,0.002494469052180648
39,0.0008181527373380959,0.0007260925485752523,0.0013705136952921748
40,0.0012761391699314117,0.0013407546794041991,0.0008884470444172621
41,0.001671023666858673,0.0018463414162397385,0.0006191179272718728
42,0.0012706591514870524,0.001217756769619882,0.0015880741411820054
43,0.0012127890950068831,0.001030582468956709,0.0023060296662151814
44,0.0010514471214264631,0.0007786774076521397,0.0026880656369030476
45,0.001511760288849473,0.0007042791694402695,0.006356646306812763
46,0.000991313369013369,0.00057780253700912,0.003472378011792898
47,0.0007734551909379661,0.0004349255468696356,0.0028046327643096447
48,0.0007912384462542832,0.0007126607815735042,0.0012627050746232271
49,0.0007353375549428165,0.000708745967131108,0.0008948869071900845
50,0.0007679825648665428,0.0008792820735834539,0.000100184821349103
51,0.0009355288348160684,0.0009451843798160553,0.0008775955066084862
52,0.0013692147331312299,0.0011465485440567136,0.0027052112855017185
53,0.001290913438424468,0.0011225813068449497,0.002300905529409647
54,0.0009187092073261738,0.000856354832649231,0.001292835222557187
55,0.0017055438365787268,0.0012019214918836951,0.004727278836071491
56,0.0009643524535931647,0.0006041022716090083,0.0031258538365364075
57,0.0007380849565379322,0.0006082369363866746,0.0015171738341450691
58,0.0006344538414850831,0.00043386450852267444,0.0018379897810518742
59,0.0005414868937805295,0.00034307214082218707,0.0017319757025688887
60,0.002151220804080367,0.0017820425564423203,0.004366290755569935
61,0.0016684537986293435,0.001437081373296678,0.003056689165532589
62,0.0013019134057685733,0.000860151369124651,0.003952485509216785
63,0.002723094541579485,0.002189063699916005,0.0059272777289152145
64,0.002911830088123679,0.0027083742897957563,0.004132564179599285
65,0.0015960655873641372,0.0016263299621641636,0.0014144801534712315
66,0.0010451076086610556,0.0010702088475227356,0.00089450046652928
67,0.0007290809298865497,0.0005855941562913358,0.0015900018624961376
68,0.0011915435316041112,0.0005152762751094997,0.0052491468377411366
69,0.0008417284698225558,0.0004198577662464231,0.0033729528076946735
70,0.0006701418315060437,0.0006220860523171723,0.0009584757499396801
71,0.0010485347593203187,0.0006660809158347547,0.003343257587403059
72,0.0012540053576231003,0.0005767304683104157,0.005317654460668564
73,0.0010542682139202952,0.0006168820546008646,0.0036785851698368788
74,0.001079253270290792,0.0008758416515775025,0.002299722982570529
75,0.0008774048765189946,0.000742748670745641,0.0016853420529514551
76,0.0009742453112266958,0.0010145057458430529,0.000732683518435806
77,0.0015567451482638717,0.0013289880007505417,0.002923288382589817
78,0.0007876903982833028,0.000751590880099684,0.0010042872745543718
79,0.001239616540260613,0.000535277184098959,0.005465651862323284
80,0.0015578268794342875,0.0008153134840540588,0.006012905854731798
81,0.0010526434052735567,0.0009137250599451363,0.00188615289516747
82,0.0015257397899404168,0.0006664760294370353,0.006681323051452637
83,0.0011928336462005973,0.0009650797583162785,0.002559357089921832
84,0.0012021512957289815,0.0007885798695497215,0.0036835805512964725
85,0.0005813202587887645,0.0004778206057380885,0.0012023183517158031
86,0.001839797361753881,0.000976211333181709,0.007021314464509487
87,0.0021048195194453,0.001838897936977446,0.0037003469187766314
88,0.0007935259491205215,0.0006864162278361619,0.0014361846260726452
89,0.0009518348961137235,0.0005887969164177775,0.0031300620175898075
90,0.00201050890609622,0.0012854192173108459,0.006361046805977821
91,0.002108840737491846,0.0017926436848938465,0.004006021656095982
92,0.004106883425265551,0.0013122884556651115,0.020874449983239174
93,0.01118326373398304,0.0013486221432685852,0.07019110769033432
94,0.019446417689323425,0.0015099724987521768,0.12706510722637177
95,0.05060632899403572,0.0010357302380725741,0.3480299413204193
96,0.035849716514348984,0.0011260253377258778,0.24419185519218445
97,0.02634115144610405,0.0007206305745057762,0.18006427586078644
98,0.019379371777176857,0.0008904542191885412,0.13031286001205444
