time_index,mse,continuous_mse,gripper_mse
3,0.0038348904345184565,0.0015039237914606929,0.01782068982720375
4,0.002312604570761323,0.0010322756133973598,0.009994578547775745
5,0.0025743055157363415,0.0006982850027270615,0.013830428011715412
6,0.0035686136689037085,0.0006560705951415002,0.021043872460722923
7,0.002408261178061366,0.0004941039369441569,0.013893205672502518
8,0.0017831579316407442,0.0005146652110852301,0.009394114837050438
9,0.0017535685328766704,0.0005257846205495298,0.009120271541178226
10,0.0017729989485815167,0.0006757483934052289,0.008356502279639244
11,0.0021043226588517427,0.001013961504213512,0.008646488189697266
12,0.0031009316444396973,0.00101282203104347,0.015629591420292854
13,0.004097213037312031,0.000609932467341423,0.025020893663167953
14,0.002437611809000373,0.0004648611356969923,0.014274115674197674
15,0.0016145106637850404,0.0009927890496328473,0.00534483976662159
16,0.0025075271259993315,0.001257782569155097,0.010005994699895382
17,0.002952534006908536,0.0009944472694769502,0.014701051637530327
18,0.005244581960141659,0.0011674053966999054,0.029707638546824455
19,0.003382529830560088,0.0015578354941681027,0.014330696314573288
20,0.002505555748939514,0.001048321952112019,0.011248959228396416
21,0.002918058540672064,0.0006754747009836137,0.016373561695218086
22,0.003323676297441125,0.0008250777027569711,0.0183152686804533
23,0.0020903826225548983,0.0006266584387049079,0.010872728191316128
24,0.002568397205322981,0.0007226695888675749,0.01364276185631752
25,0.0037976305466145277,0.0008640752639621496,0.021398965269327164
26,0.0020303879864513874,0.001080957124941051,0.007726972457021475
27,0.0022513216827064753,0.0013663982972502708,0.007560862693935633
28,0.0039048350881785154,0.0015301466919481754,0.018152965232729912
29,0.006343676242977381,0.002189151244238019,0.0312708243727684
30,0.019874870777130127,0.0019224216230213642,0.12758953869342804
31,0.041460033506155014,0.0007937454502098262,0.2854577302932739
32,0.03441420570015907,0.0003428978379815817,0.23884204030036926
33,0.03623708710074425,0.0006556033040396869,0.24972598254680634
34,0.037965890020132065,0.0011025123530998826,0.259146124124527
35,0.0031459166202694178,0.0008132929797284305,0.017141658812761307
36,0.004127596039324999,0.0005257736193016171,0.025738531723618507
37,0.0011630246881395578,0.0003464552282821387,0.006062442436814308
38,0.0015393171925097704,0.0005028450977988541,0.00775814987719059
39,0.0018982905894517899,0.0005790171562694013,0.009813930839300156
40,0.001851269626058638,0.0007645030855201185,0.0083718691021204
41,0.0014014089247211814,0.0007590800523757935,0.005255382973700762
42,0.0010670919436961412,0.0006806066376157105,0.0033860034309327602
43,0.001171954907476902,0.0007848918903619051,0.0034943334758281708
44,0.0011286052176728845,0.0006918131839483976,0.00374935707077384
45,0.0009818009566515684,0.0008845783886499703,0.0015651358989998698
46,0.001464602304622531,0.0013280321145430207,0.0022840225137770176
47,0.001073518767952919,0.0010227944003418088,0.0013778649736195803
48,0.0012122740736231208,0.0008643529727123678,0.003299800446256995
49,0.0013473520521074533,0.0007062345393933356,0.0051940567791461945
50,0.002490934217348695,0.0008440565434284508,0.012372199445962906
51,0.001826344057917595,0.000460129784187302,0.010023629292845726
52,0.0017454003682360053,0.0007721696165390313,0.007584785111248493
53,0.0012768585002049804,0.0006197219481691718,0.005219678394496441
54,0.0010171517496928573,0.0005655816639773548,0.003726573195308447
55,0.0009680759394541383,0.0010282720904797316,0.0006068993825465441
56,0.001080822548829019,0.0008342074579559267,0.002560514025390148
57,0.0021470291540026665,0.001081052585504949,0.008542888797819614
58,0.0021391361951828003,0.0011239511659368873,0.008230247534811497
59,0.0015409335028380156,0.0007989243604242802,0.005992989055812359
60,0.002961175050586462,0.0021176596637815237,0.008022266440093517
61,0.002794434782117605,0.0016905803931877017,0.009417559951543808
62,0.0015275654150173068,0.0008697531302459538,0.005474439822137356
63,0.0025365890469402075,0.0015561416512355208,0.008419271558523178
64,0.002530978759750724,0.0016413285629823804,0.007868876680731773
65,0.0029527076985687017,0.0013851473340764642,0.01235806941986084
66,0.002734220353886485,0.001027310616336763,0.012975680641829967
67,0.0015505995834246278,0.0007136343629099429,0.006572389975190163
68,0.000748909602407366,0.0006805369630455971,0.0011591453803703189
69,0.0019017842132598162,0.0012267924612388015,0.005951735191047192
70,0.0028395771514624357,0.001817909418605268,0.008969583548605442
71,0.0013627976877614856,0.0010261514689773321,0.003382674418389797
